g_m,energy,latency,w_a,w_0,w_m,d,g,g2,h,w,flops,params,acts,ws,ds,bs,gs
1.1,0.472523,0.00561168,56.6,120,2.303,17,32,32,1,1,3786588128,24330304,12651360,"[128, 288, 640, 1472]","[2, 4, 9, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
1.2000000000000002,0.479421,0.0055055500000000005,56.6,120,2.303,17,32,32,1,1,3786588128,24330304,12651360,"[128, 288, 640, 1472]","[2, 4, 9, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
1.3000000000000003,0.497396,0.00567399,56.6,120,2.303,17,32,40,1,1,3883290258,25066338,12655298,"[128, 288, 640, 1480]","[2, 4, 9, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 40, 40]"
1.4000000000000004,0.50097,0.0057529899999999995,56.6,120,2.303,17,32,40,1,1,3883290258,25066338,12655298,"[128, 288, 640, 1480]","[2, 4, 9, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 40, 40]"
1.5000000000000004,0.490468,0.005502819999999999,56.6,120,2.303,17,32,48,1,1,3890100944,25246096,12561840,"[128, 288, 624, 1488]","[2, 4, 9, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 48, 48]"
1.6000000000000005,0.49957799999999997,0.00569042,56.6,120,2.303,17,32,48,1,1,3890100944,25246096,12561840,"[128, 288, 624, 1488]","[2, 4, 9, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 48, 48]"
1.7000000000000006,0.5030749999999999,0.0057163000000000005,56.6,120,2.303,17,32,48,1,1,3890100944,25246096,12561840,"[128, 288, 624, 1488]","[2, 4, 9, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 48, 48]"
1.8000000000000007,0.499406,0.00567736,56.6,120,2.303,17,32,56,1,1,3914118510,25140270,12497390,"[128, 288, 616, 1456]","[2, 4, 9, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 56, 56]"
1.9000000000000008,0.501927,0.00574231,56.6,120,2.303,17,32,56,1,1,3914118510,25140270,12497390,"[128, 288, 616, 1456]","[2, 4, 9, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 56, 56]"
2.000000000000001,0.511828,0.00574447,56.6,120,2.303,17,32,64,1,1,4153274336,26837056,12651360,"[128, 288, 640, 1472]","[2, 4, 9, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 64, 64]"
1.0,1.00996,0.009943619999999999,62.4,176,2.035,25,48,48,1,1,7778123880,84168040,17919224,"[192, 384, 720, 1488]","[2, 4, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
1.1,1.01915,0.010055199999999999,62.4,176,2.035,25,48,48,1,1,7778123880,84168040,17919224,"[192, 384, 720, 1488]","[2, 4, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
1.2000000000000002,1.07464,0.0105988,62.4,176,2.035,25,48,56,1,1,8048791036,88120428,18007044,"[192, 384, 728, 1512]","[2, 4, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 56, 56]"
1.3000000000000003,1.07565,0.010624100000000001,62.4,176,2.035,25,48,56,1,1,8048791036,88120428,18007044,"[192, 384, 728, 1512]","[2, 4, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 56, 56]"
1.4000000000000004,1.0478699999999999,0.010212899999999999,62.4,176,2.035,25,48,64,1,1,7906082928,85405200,17802032,"[192, 384, 704, 1472]","[2, 4, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 64, 64]"
1.5000000000000004,1.16846,0.013122199999999999,62.4,176,2.035,25,48,72,1,1,8282315244,91059916,17963060,"[192, 384, 720, 1512]","[2, 4, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 72, 72]"
1.6000000000000005,1.0829000000000002,0.0131994,62.4,176,2.035,25,48,72,1,1,8282315244,91059916,17963060,"[192, 384, 720, 1512]","[2, 4, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 72, 72]"
1.7000000000000006,1.0635599999999998,0.0128954,62.4,176,2.035,25,48,80,1,1,8451885592,93389208,17977672,"[192, 384, 720, 1520]","[2, 4, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 80, 80]"
1.8000000000000007,1.05441,0.012738300000000001,62.4,176,2.035,25,48,80,1,1,8451885592,93389208,17977672,"[192, 384, 720, 1520]","[2, 4, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 80, 80]"
1.9000000000000008,1.07413,0.0129001,62.4,176,2.035,25,48,88,1,1,8403966900,92248500,17845868,"[192, 384, 704, 1496]","[2, 4, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 88, 88]"
2.000000000000001,1.05462,0.0123812,62.4,176,2.035,25,48,96,1,1,9104724048,99982192,18270800,"[192, 384, 768, 1536]","[2, 4, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 96, 96]"
1.0,0.592684,0.00684432,71.0,80,2.495,20,40,40,1,1,3149481544,48371736,8352216,"[80, 200, 480, 1240]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
1.1,0.618577,0.00710886,71.0,80,2.495,20,40,40,1,1,3149481544,48371736,8352216,"[80, 200, 480, 1240]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
1.2000000000000002,0.590283,0.00664589,71.0,80,2.495,20,40,48,1,1,3255135754,49992394,8365642,"[80, 200, 480, 1248]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 48, 48]"
1.3000000000000003,0.637864,0.00684253,71.0,80,2.495,20,40,48,1,1,3255135754,49992394,8365642,"[80, 200, 480, 1248]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 48, 48]"
1.4000000000000004,0.662366,0.0072766,71.0,80,2.495,20,40,56,1,1,3373999674,50527210,8442458,"[80, 200, 504, 1232]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 56, 56]"
1.5000000000000004,0.66384,0.00730791,71.0,80,2.495,20,40,56,1,1,3373999674,50527210,8442458,"[80, 200, 504, 1232]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 56, 56]"
1.6000000000000005,0.652988,0.00839338,71.0,80,2.495,20,40,64,1,1,3443906290,50748082,8450162,"[80, 200, 512, 1216]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 64, 64]"
1.7000000000000006,0.607283,0.00819338,71.0,80,2.495,20,40,64,1,1,3443906290,50748082,8450162,"[80, 200, 512, 1216]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 64, 64]"
1.8000000000000007,0.670929,0.0090651,71.0,80,2.495,20,40,72,1,1,3524360152,52204504,8429032,"[80, 200, 504, 1224]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 72, 72]"
1.9000000000000008,0.659898,0.00918012,71.0,80,2.495,20,40,72,1,1,3524360152,52204504,8429032,"[80, 200, 504, 1224]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 72, 72]"
2.000000000000001,0.620457,0.00840345,71.0,80,2.495,20,40,80,1,1,3684594834,56620306,8419346,"[80, 200, 480, 1280]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 80, 80]"
1.0,0.6895439999999999,0.009481719999999999,64.1,64,2.771,22,64,64,1,1,4194124128,61476736,8835552,"[64, 192, 512, 1344]","[1, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
1.1,0.670037,0.00930971,64.1,64,2.771,22,64,64,1,1,4194124128,61476736,8835552,"[64, 192, 512, 1344]","[1, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
1.2000000000000002,0.731221,0.010053000000000001,64.1,64,2.771,22,64,72,1,1,4334648342,64257398,8831846,"[64, 192, 504, 1368]","[1, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 72, 72]"
1.3000000000000003,0.711893,0.00980292,64.1,64,2.771,22,64,80,1,1,4306434020,64273828,8686468,"[64, 192, 480, 1360]","[1, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 80, 80]"
1.4000000000000004,0.695919,0.0093925,64.1,64,2.771,22,64,88,1,1,4514661050,63986090,8883242,"[64, 192, 528, 1320]","[1, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 88, 88]"
1.5000000000000004,0.6958179999999999,0.00898327,64.1,64,2.771,22,64,96,1,1,4461626912,65593856,8659616,"[64, 192, 480, 1344]","[1, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 96, 96]"
1.6000000000000005,0.6587459999999999,0.00901666,64.1,64,2.771,22,64,96,1,1,4461626912,65593856,8659616,"[64, 192, 480, 1344]","[1, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 96, 96]"
1.7000000000000006,0.728596,0.00976168,64.1,64,2.771,22,64,104,1,1,4785283314,68634258,8892962,"[64, 192, 520, 1352]","[1, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 104, 104]"
1.8000000000000007,0.728572,0.009714549999999999,64.1,64,2.771,22,64,112,1,1,5077639872,70578496,9099456,"[64, 192, 560, 1344]","[1, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 112, 112]"
1.9000000000000008,0.710209,0.00956954,64.1,64,2.771,22,64,120,1,1,4691080730,67510058,8619338,"[64, 192, 480, 1320]","[1, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 120, 120]"
2.000000000000001,0.701604,0.009144399999999999,64.1,64,2.771,22,64,128,1,1,4834536528,66743024,8728144,"[64, 192, 512, 1280]","[1, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 128, 128]"
1.0,0.37931099999999995,0.0049785,49.3,56,2.906,18,32,32,1,1,2243254336,18673888,7980160,"[64, 160, 480, 1376]","[1, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
1.1,0.374554,0.00487863,49.3,56,2.906,18,32,32,1,1,2243254336,18673888,7980160,"[64, 160, 480, 1376]","[1, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
1.2000000000000002,0.399507,0.00509009,49.3,56,2.906,18,32,32,1,1,2243254336,18673888,7980160,"[64, 160, 480, 1376]","[1, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
1.3000000000000003,0.397181,0.00528004,49.3,56,2.906,18,32,40,1,1,2318551836,19051996,7972284,"[64, 160, 480, 1360]","[1, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 40, 40]"
1.4000000000000004,0.409773,0.00522999,49.3,56,2.906,18,32,40,1,1,2318551836,19051996,7972284,"[64, 160, 480, 1360]","[1, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 40, 40]"
1.5000000000000004,0.422922,0.00539701,49.3,56,2.906,18,32,48,1,1,2420806500,20034788,7988036,"[64, 160, 480, 1392]","[1, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 48, 48]"
1.6000000000000005,0.414476,0.0052346300000000005,49.3,56,2.906,18,32,48,1,1,2420806500,20034788,7988036,"[64, 160, 480, 1392]","[1, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 48, 48]"
1.7000000000000006,0.419238,0.00529913,49.3,56,2.906,18,32,48,1,1,2420806500,20034788,7988036,"[64, 160, 480, 1392]","[1, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 48, 48]"
1.8000000000000007,0.445697,0.00560297,49.3,56,2.906,18,32,56,1,1,2645195008,21562000,8166352,"[64, 160, 504, 1400]","[1, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 56, 56]"
1.9000000000000008,0.430093,0.005606320000000001,49.3,56,2.906,18,32,56,1,1,2645195008,21562000,8166352,"[64, 160, 504, 1400]","[1, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 56, 56]"
2.000000000000001,0.434831,0.00516975,49.3,56,2.906,18,32,64,1,1,2785524032,22562848,8228416,"[64, 160, 512, 1408]","[1, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 64, 64]"
1.0,0.6578229999999999,0.00804012,71.3,152,2.012,19,96,96,1,1,5312726352,51407920,12105680,"[192, 288, 576, 1248]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 96, 96]"
1.1,0.703684,0.00852307,71.3,152,2.012,19,96,104,1,1,5641689588,53840020,12341300,"[192, 288, 624, 1248]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 104, 104]"
1.2000000000000002,0.667188,0.00801983,71.3,152,2.012,19,96,112,1,1,5381215912,52057768,12005032,"[192, 288, 560, 1232]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 112, 112]"
1.3000000000000003,0.680926,0.00811839,71.3,152,2.012,19,96,120,1,1,5596571214,52450414,12157166,"[192, 288, 600, 1200]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 120, 120]"
1.4000000000000004,0.665588,0.008059509999999999,71.3,152,2.012,19,96,128,1,1,5442998104,55431544,11835736,"[192, 288, 512, 1280]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 128, 128]"
1.5000000000000004,0.69643,0.0082512,71.3,152,2.012,19,96,144,1,1,5986866468,60339556,12172004,"[192, 288, 576, 1296]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 144, 144]"
1.6000000000000005,0.690403,0.00780072,71.3,152,2.012,19,96,152,1,1,6052943920,57617744,12218544,"[192, 288, 608, 1216]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 152, 152]"
1.7000000000000006,0.713005,0.00778223,71.3,152,2.012,19,96,160,1,1,6495230904,63570904,12464056,"[192, 288, 640, 1280]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 160, 160]"
1.8000000000000007,0.660044,0.00743966,71.3,152,2.012,19,96,168,1,1,5571170460,53937100,11652764,"[192, 288, 504, 1176]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 168, 168]"
1.9000000000000008,0.682288,0.0075375,71.3,152,2.012,19,96,176,1,1,5924869264,58957584,11847952,"[192, 288, 528, 1232]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 176, 176]"
2.000000000000001,0.661198,0.007172990000000001,71.3,152,2.012,19,96,192,1,1,6169353384,57688264,11973032,"[192, 288, 576, 1152]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 192, 192]"
1.0,0.5498390000000001,0.00669161,40.4,128,2.071,22,32,32,1,1,3711694592,29256032,12943232,"[128, 256, 544, 1152]","[2, 5, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
1.1,0.551492,0.0067288899999999995,40.4,128,2.071,22,32,32,1,1,3711694592,29256032,12943232,"[128, 256, 544, 1152]","[2, 5, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
1.2000000000000002,0.57205,0.00662158,40.4,128,2.071,22,32,32,1,1,3711694592,29256032,12943232,"[128, 256, 544, 1152]","[2, 5, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
1.3000000000000003,0.639356,0.0069664,40.4,128,2.071,22,32,40,1,1,3904483576,30830008,13057552,"[128, 256, 560, 1160]","[2, 5, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 40, 40]"
1.4000000000000004,0.5903400000000001,0.0070222800000000005,40.4,128,2.071,22,32,40,1,1,3904483576,30830008,13057552,"[128, 256, 560, 1160]","[2, 5, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 40, 40]"
1.5000000000000004,0.572782,0.00664013,40.4,128,2.071,22,32,48,1,1,3819835576,30339128,12836408,"[128, 256, 528, 1152]","[2, 5, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 48, 48]"
1.6000000000000005,0.573388,0.00666451,40.4,128,2.071,22,32,48,1,1,3819835576,30339128,12836408,"[128, 256, 528, 1152]","[2, 5, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 48, 48]"
1.7000000000000006,0.574394,0.0066802400000000005,40.4,128,2.071,22,32,48,1,1,3819835576,30339128,12836408,"[128, 256, 528, 1152]","[2, 5, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 48, 48]"
1.8000000000000007,0.609552,0.007958129999999999,40.4,128,2.071,22,32,56,1,1,4124211800,32962072,13072544,"[128, 256, 560, 1176]","[2, 5, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 56, 56]"
1.9000000000000008,0.6011839999999999,0.00781067,40.4,128,2.071,22,32,56,1,1,4124211800,32962072,13072544,"[128, 256, 560, 1176]","[2, 5, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 56, 56]"
2.000000000000001,0.584116,0.00712418,40.4,128,2.071,22,32,64,1,1,3920853872,31388176,12729584,"[128, 256, 512, 1152]","[2, 5, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 64, 64]"
1.0,0.22562100000000002,0.00364083,28.9,56,2.069,17,48,48,1,1,775117836,7622092,4063724,"[48, 96, 240, 480]","[1, 3, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
1.1,0.224462,0.00362123,28.9,56,2.069,17,48,48,1,1,775117836,7622092,4063724,"[48, 96, 240, 480]","[1, 3, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
1.2000000000000002,0.244557,0.00407564,28.9,56,2.069,17,48,56,1,1,799000800,8296544,4024216,"[48, 96, 224, 504]","[1, 3, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 56, 56]"
1.3000000000000003,0.245548,0.00410391,28.9,56,2.069,17,48,56,1,1,799000800,8296544,4024216,"[48, 96, 224, 504]","[1, 3, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 56, 56]"
1.4000000000000004,0.232221,0.00370113,28.9,56,2.069,17,48,64,1,1,899509780,9190580,4172308,"[48, 96, 256, 512]","[1, 3, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 64, 64]"
1.5000000000000004,0.241147,0.00385214,28.9,56,2.069,17,48,72,1,1,846390180,8907124,3989660,"[48, 96, 216, 504]","[1, 3, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 72, 72]"
1.6000000000000005,0.242681,0.0038970899999999998,28.9,56,2.069,17,48,72,1,1,846390180,8907124,3989660,"[48, 96, 216, 504]","[1, 3, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 72, 72]"
1.7000000000000006,0.235153,0.00368242,28.9,56,2.069,17,48,80,1,1,903819276,9004492,4063724,"[48, 96, 240, 480]","[1, 3, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 80, 80]"
1.8000000000000007,0.234708,0.00367834,28.9,56,2.069,17,48,80,1,1,903819276,9004492,4063724,"[48, 96, 240, 480]","[1, 3, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 80, 80]"
1.9000000000000008,0.23865899999999998,0.0038622,28.9,56,2.069,17,48,88,1,1,952493612,8784028,4118052,"[48, 96, 264, 440]","[1, 3, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 88, 88]"
2.000000000000001,0.207778,0.00349937,28.9,56,2.069,17,48,96,1,1,864465444,9095620,3856388,"[48, 96, 192, 480]","[1, 3, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 96, 96]"
1.0,0.43811700000000003,0.0060228,69.2,64,2.392,18,120,120,1,1,2270565608,31182728,5501144,"[64, 120, 360, 840]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
1.1,0.422991,0.00594818,69.2,64,2.392,18,120,128,1,1,2519896780,35353916,5684652,"[64, 120, 384, 896]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 128, 128]"
1.2000000000000002,0.392073,0.0053635900000000005,69.2,64,2.392,18,120,144,1,1,2293736300,33545756,5272844,"[64, 120, 288, 864]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 144, 144]"
1.3000000000000003,0.420845,0.00568942,69.2,64,2.392,18,120,152,1,1,2503549532,37273132,5413084,"[64, 120, 304, 912]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 152, 152]"
1.4000000000000004,0.426846,0.00578702,69.2,64,2.392,18,120,168,1,1,2527951634,35165426,5411618,"[64, 120, 336, 840]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 168, 168]"
1.5000000000000004,0.4289,0.005617270000000001,69.2,64,2.392,18,120,176,1,1,2729660352,38506576,5538432,"[64, 120, 352, 880]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 176, 176]"
1.6000000000000005,0.426408,0.0055102599999999995,69.2,64,2.392,18,120,192,1,1,2669713580,34143260,5469836,"[64, 120, 384, 768]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 192, 192]"
1.7000000000000006,0.458874,0.00567603,69.2,64,2.392,18,120,200,1,1,2857518168,36974088,5583224,"[64, 120, 400, 800]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 200, 200]"
1.8000000000000007,0.47294600000000003,0.00601867,69.2,64,2.392,18,120,216,1,1,3255889328,42977504,5810000,"[64, 120, 432, 864]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 216, 216]"
1.9000000000000008,0.514358,0.006128580000000001,69.2,64,2.392,18,120,224,1,1,3466455900,46150092,5923388,"[64, 120, 448, 896]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 224, 224]"
2.000000000000001,0.531117,0.00631228,69.2,64,2.392,18,120,240,1,1,3910351028,52837028,6150164,"[64, 120, 480, 960]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 240, 240]"
1.0,0.40522,0.00573292,50.2,80,2.267,17,56,56,1,1,1936021192,21558072,6302072,"[56, 168, 392, 952]","[1, 3, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
1.1,0.403951,0.0057799800000000005,50.2,80,2.267,17,56,56,1,1,1936021192,21558072,6302072,"[56, 168, 392, 952]","[1, 3, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
1.2000000000000002,0.373473,0.00522224,50.2,80,2.267,17,56,64,1,1,1979949852,22262684,6271484,"[56, 168, 384, 960]","[1, 3, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 64, 64]"
1.3000000000000003,0.394164,0.00548506,50.2,80,2.267,17,56,72,1,1,1930348284,21653132,6127628,"[56, 168, 360, 936]","[1, 3, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 72, 72]"
1.4000000000000004,0.39546499999999996,0.00550689,50.2,80,2.267,17,56,72,1,1,1930348284,21653132,6127628,"[56, 168, 360, 936]","[1, 3, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 72, 72]"
1.5000000000000004,0.388319,0.005368,50.2,80,2.267,17,56,80,1,1,2150670312,23806504,6350024,"[56, 168, 400, 960]","[1, 3, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 80, 80]"
1.6000000000000005,0.384284,0.00534779,50.2,80,2.267,17,56,88,1,1,2057960798,23702926,6123086,"[56, 168, 352, 968]","[1, 3, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 88, 88]"
1.7000000000000006,0.377415,0.00527689,50.2,80,2.267,17,56,88,1,1,2057960798,23702926,6123086,"[56, 168, 352, 968]","[1, 3, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 88, 88]"
1.8000000000000007,0.385681,0.00523041,50.2,80,2.267,17,56,96,1,1,2212967196,24695708,6271484,"[56, 168, 384, 960]","[1, 3, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 96, 96]"
1.9000000000000008,0.417312,0.00569054,50.2,80,2.267,17,56,104,1,1,2356714406,25216022,6402518,"[56, 168, 416, 936]","[1, 3, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 104, 104]"
2.000000000000001,0.39836,0.00524214,50.2,80,2.267,17,56,112,1,1,2489056892,25270396,6516188,"[56, 168, 448, 896]","[1, 3, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 112, 112]"
1.0,0.955252,0.00975778,49.4,176,2.048,25,48,48,1,1,8042946012,67390780,19272476,"[192, 384, 720, 1536]","[2, 5, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
1.1,0.95448,0.00962829,49.4,176,2.048,25,48,48,1,1,8042946012,67390780,19272476,"[192, 384, 720, 1536]","[2, 5, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
1.2000000000000002,1.0654000000000001,0.0103546,49.4,176,2.048,25,48,56,1,1,8199825886,67795710,19300998,"[192, 384, 728, 1512]","[2, 5, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 56, 56]"
1.3000000000000003,1.0775299999999999,0.010265499999999999,49.4,176,2.048,25,48,56,1,1,8199825886,67795710,19300998,"[192, 384, 728, 1512]","[2, 5, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 56, 56]"
1.4000000000000004,0.99017,0.00998129,49.4,176,2.048,25,48,64,1,1,8216525824,69307680,19156224,"[192, 384, 704, 1536]","[2, 5, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 64, 64]"
1.5000000000000004,1.0155,0.0117968,49.4,176,2.048,25,48,72,1,1,8435628240,70076176,19242872,"[192, 384, 720, 1512]","[2, 5, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 72, 72]"
1.6000000000000005,1.07247,0.0119178,49.4,176,2.048,25,48,72,1,1,8435628240,70076176,19242872,"[192, 384, 720, 1512]","[2, 5, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 72, 72]"
1.7000000000000006,0.9880869999999999,0.0116732,49.4,176,2.048,25,48,80,1,1,8603657300,71859700,19252740,"[192, 384, 720, 1520]","[2, 5, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 80, 80]"
1.8000000000000007,1.06371,0.0118432,49.4,176,2.048,25,48,80,1,1,8603657300,71859700,19252740,"[192, 384, 720, 1520]","[2, 5, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 80, 80]"
1.9000000000000008,0.984903,0.0114337,49.4,176,2.048,25,48,88,1,1,8562735916,71028076,19106884,"[192, 384, 704, 1496]","[2, 5, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 88, 88]"
2.000000000000001,1.00453,0.011231,49.4,176,2.048,25,48,96,1,1,9361071984,78004624,19621232,"[192, 384, 768, 1536]","[2, 5, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 96, 96]"
