w_a,energy,latency,w_0,w_m,d,g,g2,h,w,flops,params,acts,ws,ds,bs,gs
24.0,0.266916,0.00388952,48,2.142,22,24,24,1,1,703995942,8557030,4526726,"[48, 96, 216, 480]","[1, 4, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
26.0,0.27223899999999995,0.00396134,48,2.142,22,24,24,1,1,701058822,9195718,4371974,"[48, 96, 216, 480]","[1, 3, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
28.0,0.276727,0.00406283,48,2.142,22,24,24,1,1,701376816,9714016,4315856,"[48, 96, 216, 480]","[1, 3, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
30.0,0.274901,0.00402409,48,2.142,22,24,24,1,1,701376816,9714016,4315856,"[48, 96, 216, 480]","[1, 3, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
34.0,0.51137,0.00687061,80,2.572,25,32,32,1,1,3319820672,23062176,11311104,"[64, 192, 512, 1344]","[2, 6, 15, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
36.0,0.537538,0.0071248100000000005,80,2.572,25,32,32,1,1,3415539488,27825984,11058528,"[64, 192, 512, 1344]","[2, 5, 15, 3]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
38.0,0.576055,0.00711938,80,2.572,25,32,32,1,1,3480638256,31932112,10956080,"[64, 192, 512, 1344]","[2, 5, 14, 4]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
40.0,0.5697559999999999,0.0073637600000000004,80,2.572,25,32,32,1,1,3545737024,36038240,10853632,"[64, 192, 512, 1344]","[2, 5, 13, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
42.0,0.587689,0.00742781,80,2.572,25,32,32,1,1,3641455840,40802048,10601056,"[64, 192, 512, 1344]","[2, 4, 13, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
44.0,0.629768,0.00754811,80,2.572,25,32,32,1,1,3706554608,44908176,10498608,"[64, 192, 512, 1344]","[2, 4, 12, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
46.0,0.621193,0.00759385,80,2.572,25,32,32,1,1,3771653376,49014304,10396160,"[64, 192, 512, 1344]","[2, 4, 11, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
48.0,0.6151639999999999,0.00751452,80,2.572,25,32,32,1,1,3771653376,49014304,10396160,"[64, 192, 512, 1344]","[2, 4, 11, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
50.0,0.6549470000000001,0.00785679,80,2.572,25,32,32,1,1,3885050688,53897824,9993216,"[64, 192, 512, 1344]","[1, 4, 11, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
52.0,0.702802,0.00796219,80,2.572,25,32,32,1,1,3950149456,58003952,9890768,"[64, 192, 512, 1344]","[1, 4, 10, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
54.0,0.656535,0.00784147,80,2.572,25,32,32,1,1,3950149456,58003952,9890768,"[64, 192, 512, 1344]","[1, 4, 10, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
56.0,0.674219,0.00794611,80,2.572,25,32,32,1,1,4015248224,62110080,9788320,"[64, 192, 512, 1344]","[1, 4, 9, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
58.0,0.6767569999999999,0.00797384,80,2.572,25,32,32,1,1,4015248224,62110080,9788320,"[64, 192, 512, 1344]","[1, 4, 9, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
60.0,0.684926,0.00797035,80,2.572,25,32,32,1,1,4080346992,66216208,9685872,"[64, 192, 512, 1344]","[1, 4, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
62.0,0.692575,0.00802675,80,2.572,25,32,32,1,1,4080346992,66216208,9685872,"[64, 192, 512, 1344]","[1, 4, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
64.0,0.699087,0.008195009999999999,80,2.572,25,32,32,1,1,4110967040,66873888,9535744,"[64, 192, 512, 1344]","[1, 3, 9, 12]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
66.0,0.707191,0.00818882,80,2.572,25,32,32,1,1,4176065808,70980016,9433296,"[64, 192, 512, 1344]","[1, 3, 8, 13]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
68.0,0.738385,0.0085164,80,2.572,25,32,32,1,1,4176065808,70980016,9433296,"[64, 192, 512, 1344]","[1, 3, 8, 13]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
70.0,0.721741,0.008253209999999999,80,2.572,25,32,32,1,1,4241164576,75086144,9330848,"[64, 192, 512, 1344]","[1, 3, 7, 14]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
72.0,0.722686,0.00823996,80,2.572,25,32,32,1,1,4241164576,75086144,9330848,"[64, 192, 512, 1344]","[1, 3, 7, 14]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
48.0,0.934549,0.0102921,144,2.347,24,88,88,1,1,10175502610,47099954,20253082,"[176, 352, 792, 1848]","[2, 6, 15, 1]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
50.0,0.958934,0.0106276,144,2.347,24,88,88,1,1,10214463994,54913562,20060362,"[176, 352, 792, 1848]","[2, 6, 14, 2]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
52.0,0.9933690000000001,0.0109579,144,2.347,24,88,88,1,1,10253425378,62727170,19867642,"[176, 352, 792, 1848]","[2, 6, 13, 3]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
54.0,1.01712,0.011462,144,2.347,24,88,88,1,1,10248622096,72150848,19313264,"[176, 352, 792, 1848]","[2, 5, 13, 4]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
56.0,1.02368,0.0115132,144,2.347,24,88,88,1,1,10248622096,72150848,19313264,"[176, 352, 792, 1848]","[2, 5, 13, 4]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
58.0,1.13629,0.0120852,144,2.347,24,88,88,1,1,10287583480,79964456,19120544,"[176, 352, 792, 1848]","[2, 5, 12, 5]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
60.0,1.10022,0.01245,144,2.347,24,88,88,1,1,10326544864,87778064,18927824,"[176, 352, 792, 1848]","[2, 5, 11, 6]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
62.0,1.08697,0.0123667,144,2.347,24,88,88,1,1,10326544864,87778064,18927824,"[176, 352, 792, 1848]","[2, 5, 11, 6]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
64.0,1.13271,0.01289,144,2.347,24,88,88,1,1,10321741582,97201742,18373446,"[176, 352, 792, 1848]","[2, 4, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
66.0,1.12753,0.013097300000000001,144,2.347,24,88,88,1,1,10321741582,97201742,18373446,"[176, 352, 792, 1848]","[2, 4, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
68.0,1.16452,0.013282500000000001,144,2.347,24,88,88,1,1,10360702966,105015350,18180726,"[176, 352, 792, 1848]","[2, 4, 10, 8]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
70.0,1.1478499999999998,0.0133248,144,2.347,24,88,88,1,1,10360702966,105015350,18180726,"[176, 352, 792, 1848]","[2, 4, 10, 8]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
72.0,1.1880899999999999,0.0139787,144,2.347,24,88,88,1,1,10399664350,112828958,17988006,"[176, 352, 792, 1848]","[2, 4, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
26.0,0.412616,0.0057106399999999995,48,2.792,24,104,104,1,1,3188406466,17914178,8063602,"[48, 104, 416, 1040]","[2, 5, 16, 1]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
28.0,0.457207,0.00628056,48,2.792,24,104,104,1,1,3208395994,23634074,7881706,"[48, 104, 416, 1040]","[2, 5, 14, 3]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
30.0,0.482889,0.0067509,48,2.792,24,104,104,1,1,3269350732,27193916,7791148,"[48, 104, 416, 1040]","[2, 4, 14, 4]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
32.0,0.496802,0.00688411,48,2.792,24,104,104,1,1,3279345496,30053864,7700200,"[48, 104, 416, 1040]","[2, 4, 13, 5]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
34.0,0.5283110000000001,0.00735144,48,2.792,24,104,104,1,1,3313137750,35872054,7311398,"[48, 104, 416, 1040]","[1, 5, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
36.0,0.5367770000000001,0.00744137,48,2.792,24,104,104,1,1,3364097724,36571948,7311788,"[48, 104, 416, 1040]","[1, 4, 12, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
38.0,0.562552,0.00784492,48,2.792,24,104,104,1,1,3374092488,39431896,7220840,"[48, 104, 416, 1040]","[1, 4, 11, 8]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
40.0,0.571305,0.00785243,48,2.792,24,104,104,1,1,3384087252,42291844,7129892,"[48, 104, 416, 1040]","[1, 4, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
42.0,0.5884550000000001,0.00809634,48,2.792,24,104,104,1,1,3394082016,45151792,7038944,"[48, 104, 416, 1040]","[1, 4, 9, 10]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
44.0,0.639541,0.00843555,48,2.792,24,104,104,1,1,3445041990,45851686,7039334,"[48, 104, 416, 1040]","[1, 3, 10, 10]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
46.0,0.624521,0.008623200000000001,48,2.792,24,104,104,1,1,3455036754,48711634,6948386,"[48, 104, 416, 1040]","[1, 3, 9, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
48.0,0.6262960000000001,0.0086563,48,2.792,24,104,104,1,1,3455036754,48711634,6948386,"[48, 104, 416, 1040]","[1, 3, 9, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
50.0,0.650015,0.00903375,48,2.792,24,104,104,1,1,3465031518,51571582,6857438,"[48, 104, 416, 1040]","[1, 3, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
52.0,0.667285,0.008785109999999999,48,2.792,24,104,104,1,1,3465031518,51571582,6857438,"[48, 104, 416, 1040]","[1, 3, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
54.0,0.662548,0.00914762,48,2.792,24,104,104,1,1,3475026282,54431530,6766490,"[48, 104, 416, 1040]","[1, 3, 7, 13]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
56.0,0.690419,0.009283,48,2.792,24,104,104,1,1,3475026282,54431530,6766490,"[48, 104, 416, 1040]","[1, 3, 7, 13]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
58.0,0.686739,0.00953018,48,2.792,24,104,104,1,1,3485021046,57291478,6675542,"[48, 104, 416, 1040]","[1, 3, 6, 14]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
60.0,0.7176739999999999,0.00980899,48,2.792,24,104,104,1,1,3535981020,57991372,6675932,"[48, 104, 416, 1040]","[1, 2, 7, 14]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
62.0,0.688195,0.00943801,48,2.792,24,104,104,1,1,3535981020,57991372,6675932,"[48, 104, 416, 1040]","[1, 2, 7, 14]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
64.0,0.6964020000000001,0.00965045,48,2.792,24,104,104,1,1,3535981020,57991372,6675932,"[48, 104, 416, 1040]","[1, 2, 7, 14]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
66.0,0.7237129999999999,0.0100774,48,2.792,24,104,104,1,1,3545975784,60851320,6584984,"[48, 104, 416, 1040]","[1, 2, 6, 15]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
68.0,0.7108669999999999,0.009797370000000001,48,2.792,24,104,104,1,1,3545975784,60851320,6584984,"[48, 104, 416, 1040]","[1, 2, 6, 15]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
70.0,0.720542,0.0100677,48,2.792,24,104,104,1,1,3545975784,60851320,6584984,"[48, 104, 416, 1040]","[1, 2, 6, 15]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
72.0,0.708425,0.0097132,48,2.792,24,104,104,1,1,3545975784,60851320,6584984,"[48, 104, 416, 1040]","[1, 2, 6, 15]","[1.0, 1.0, 1.0, 1.0]","[48, 104, 104, 104]"
40.0,0.417495,0.00562951,64,2.774,20,32,32,1,1,2665765168,16408272,9615824,"[64, 192, 512, 1376]","[2, 4, 13, 1]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
42.0,0.408851,0.00546471,64,2.774,20,32,32,1,1,2665765168,16408272,9615824,"[64, 192, 512, 1376]","[2, 4, 13, 1]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
44.0,0.430487,0.00568309,64,2.774,20,32,32,1,1,2757567496,20861160,9367752,"[64, 192, 512, 1376]","[1, 5, 12, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
46.0,0.450502,0.00568429,64,2.774,20,32,32,1,1,2831691328,25194336,9270048,"[64, 192, 512, 1376]","[1, 5, 11, 3]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
48.0,0.4736,0.00602121,64,2.774,20,32,32,1,1,2936435208,30185192,9022216,"[64, 192, 512, 1376]","[1, 4, 11, 4]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
50.0,0.494265,0.00594756,64,2.774,20,32,32,1,1,2936435208,30185192,9022216,"[64, 192, 512, 1376]","[1, 4, 11, 4]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
52.0,0.504844,0.006009820000000001,64,2.774,20,32,32,1,1,3010559040,34518368,8924512,"[64, 192, 512, 1376]","[1, 4, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
54.0,0.508656,0.0060614,64,2.774,20,32,32,1,1,3010559040,34518368,8924512,"[64, 192, 512, 1376]","[1, 4, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
56.0,0.49967500000000004,0.00615532,64,2.774,20,32,32,1,1,3084682872,38851544,8826808,"[64, 192, 512, 1376]","[1, 4, 9, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
58.0,0.509655,0.00629931,64,2.774,20,32,32,1,1,3115302920,39509224,8676680,"[64, 192, 512, 1376]","[1, 3, 10, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
60.0,0.520713,0.00629526,64,2.774,20,32,32,1,1,3189426752,43842400,8578976,"[64, 192, 512, 1376]","[1, 3, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
62.0,0.522655,0.00634165,64,2.774,20,32,32,1,1,3189426752,43842400,8578976,"[64, 192, 512, 1376]","[1, 3, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
64.0,0.5695220000000001,0.0064550200000000005,64,2.774,20,32,32,1,1,3263550584,48175576,8481272,"[64, 192, 512, 1376]","[1, 3, 8, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
66.0,0.54162,0.00651501,64,2.774,20,32,32,1,1,3263550584,48175576,8481272,"[64, 192, 512, 1376]","[1, 3, 8, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
68.0,0.544293,0.00651561,64,2.774,20,32,32,1,1,3263550584,48175576,8481272,"[64, 192, 512, 1376]","[1, 3, 8, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
70.0,0.5578780000000001,0.006541750000000001,64,2.774,20,32,32,1,1,3337674416,52508752,8383568,"[64, 192, 512, 1376]","[1, 3, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
72.0,0.564385,0.00660056,64,2.774,20,32,32,1,1,3337674416,52508752,8383568,"[64, 192, 512, 1376]","[1, 3, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
66.0,0.5524220000000001,0.0060091499999999996,96,2.675,17,120,120,1,1,6123657420,34457164,11372228,"[96, 240, 720, 1800]","[1, 4, 11, 1]","[1.0, 1.0, 1.0, 1.0]","[96, 120, 120, 120]"
68.0,0.553952,0.00597028,96,2.675,17,120,120,1,1,6123657420,34457164,11372228,"[96, 240, 720, 1800]","[1, 4, 11, 1]","[1.0, 1.0, 1.0, 1.0]","[96, 120, 120, 120]"
70.0,0.5885170000000001,0.00641106,96,2.675,17,120,120,1,1,6182173170,42435394,11214818,"[96, 240, 720, 1800]","[1, 4, 10, 2]","[1.0, 1.0, 1.0, 1.0]","[96, 120, 120, 120]"
72.0,0.5885499999999999,0.00639226,96,2.675,17,120,120,1,1,6182173170,42435394,11214818,"[96, 240, 720, 1800]","[1, 4, 10, 2]","[1.0, 1.0, 1.0, 1.0]","[96, 120, 120, 120]"
24.0,0.423422,0.00598861,64,2.249,25,80,80,1,1,2520932112,19593456,8007136,"[64, 160, 320, 720]","[2, 5, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[64, 80, 80, 80]"
26.0,0.433031,0.00607521,64,2.249,25,80,80,1,1,2466926412,21232716,7737356,"[64, 160, 320, 720]","[2, 4, 11, 8]","[1.0, 1.0, 1.0, 1.0]","[64, 80, 80, 80]"
28.0,0.44480200000000003,0.00643989,64,2.249,25,80,80,1,1,2458040512,22563616,7655536,"[64, 160, 320, 720]","[2, 4, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[64, 80, 80, 80]"
30.0,0.489805,0.0070569199999999995,64,2.249,25,80,80,1,1,2449154612,23894516,7573716,"[64, 160, 320, 720]","[2, 4, 9, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 80, 80, 80]"
32.0,0.502367,0.0072058,64,2.249,25,80,80,1,1,2384321768,25666568,7078264,"[64, 160, 320, 720]","[1, 4, 9, 11]","[1.0, 1.0, 1.0, 1.0]","[64, 80, 80, 80]"
34.0,0.5205489999999999,0.00750831,64,2.249,25,80,80,1,1,2375435868,26997468,6996444,"[64, 160, 320, 720]","[1, 4, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[64, 80, 80, 80]"
36.0,0.5027119999999999,0.0072432,64,2.249,25,80,80,1,1,2366549968,28328368,6914624,"[64, 160, 320, 720]","[1, 4, 7, 13]","[1.0, 1.0, 1.0, 1.0]","[64, 80, 80, 80]"
38.0,0.497606,0.00719991,64,2.249,25,80,80,1,1,2321430168,28636728,6726664,"[64, 160, 320, 720]","[1, 3, 8, 13]","[1.0, 1.0, 1.0, 1.0]","[64, 80, 80, 80]"
40.0,0.537631,0.00768515,64,2.249,25,80,80,1,1,2312544268,29967628,6644844,"[64, 160, 320, 720]","[1, 3, 7, 14]","[1.0, 1.0, 1.0, 1.0]","[64, 80, 80, 80]"
42.0,0.522927,0.00754507,64,2.249,25,80,80,1,1,2312544268,29967628,6644844,"[64, 160, 320, 720]","[1, 3, 7, 14]","[1.0, 1.0, 1.0, 1.0]","[64, 80, 80, 80]"
44.0,0.507255,0.0059504,88,2.5,19,120,120,1,1,5417983148,26692844,11341156,"[88, 240, 600, 1320]","[2, 4, 12, 1]","[1.0, 1.0, 1.0, 1.0]","[88, 120, 120, 120]"
46.0,0.535722,0.00628359,88,2.5,19,120,120,1,1,5391156848,30931664,11183296,"[88, 240, 600, 1320]","[2, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[88, 120, 120, 120]"
48.0,0.531265,0.00630334,88,2.5,19,120,120,1,1,5391156848,30931664,11183296,"[88, 240, 600, 1320]","[2, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[88, 120, 120, 120]"
50.0,0.555901,0.00669379,88,2.5,19,120,120,1,1,5364330548,35170484,11025436,"[88, 240, 600, 1320]","[2, 4, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[88, 120, 120, 120]"
52.0,0.5619959999999999,0.00671377,88,2.5,19,120,120,1,1,5365498292,36633140,10550972,"[88, 240, 600, 1320]","[1, 4, 11, 3]","[1.0, 1.0, 1.0, 1.0]","[88, 120, 120, 120]"
54.0,0.627801,0.00707465,88,2.5,19,120,120,1,1,5338671992,40871960,10393112,"[88, 240, 600, 1320]","[1, 4, 10, 4]","[1.0, 1.0, 1.0, 1.0]","[88, 120, 120, 120]"
56.0,0.605087,0.00733029,88,2.5,19,120,120,1,1,5311845692,45110780,10235252,"[88, 240, 600, 1320]","[1, 4, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[88, 120, 120, 120]"
58.0,0.604607,0.0072885499999999995,88,2.5,19,120,120,1,1,5311845692,45110780,10235252,"[88, 240, 600, 1320]","[1, 4, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[88, 120, 120, 120]"
60.0,0.606154,0.00738035,88,2.5,19,120,120,1,1,5311845692,45110780,10235252,"[88, 240, 600, 1320]","[1, 4, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[88, 120, 120, 120]"
62.0,0.6311100000000001,0.00774407,88,2.5,19,120,120,1,1,5285019392,49349600,10077392,"[88, 240, 600, 1320]","[1, 4, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[88, 120, 120, 120]"
64.0,0.623563,0.00761656,88,2.5,19,120,120,1,1,5285019392,49349600,10077392,"[88, 240, 600, 1320]","[1, 4, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[88, 120, 120, 120]"
66.0,0.657929,0.00809427,88,2.5,19,120,120,1,1,5232943142,54735830,9708302,"[88, 240, 600, 1320]","[1, 3, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[88, 120, 120, 120]"
68.0,0.659102,0.00812419,88,2.5,19,120,120,1,1,5232943142,54735830,9708302,"[88, 240, 600, 1320]","[1, 3, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[88, 120, 120, 120]"
70.0,0.659783,0.00811515,88,2.5,19,120,120,1,1,5232943142,54735830,9708302,"[88, 240, 600, 1320]","[1, 3, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[88, 120, 120, 120]"
72.0,0.685838,0.008479939999999998,88,2.5,19,120,120,1,1,5206116842,58974650,9550442,"[88, 240, 600, 1320]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[88, 120, 120, 120]"
40.0,0.537255,0.00604193,144,2.038,19,112,112,1,1,6164853408,23931296,13414800,"[112, 336, 560, 1232]","[2, 5, 11, 1]","[1.0, 1.0, 1.0, 1.0]","[112, 112, 112, 112]"
42.0,0.5540579999999999,0.00634628,144,2.038,19,112,112,1,1,6141484776,27624104,13267464,"[112, 336, 560, 1232]","[2, 5, 10, 2]","[1.0, 1.0, 1.0, 1.0]","[112, 112, 112, 112]"
44.0,0.540111,0.006054459999999999,144,2.038,19,112,112,1,1,6141484776,27624104,13267464,"[112, 336, 560, 1232]","[2, 5, 10, 2]","[1.0, 1.0, 1.0, 1.0]","[112, 112, 112, 112]"
46.0,0.569571,0.00665697,144,2.038,19,112,112,1,1,5909233736,32046088,12659416,"[112, 336, 560, 1232]","[2, 4, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[112, 112, 112, 112]"
48.0,0.590245,0.0069241599999999995,144,2.038,19,112,112,1,1,5885865104,35738896,12512080,"[112, 336, 560, 1232]","[2, 4, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[112, 112, 112, 112]"
50.0,0.605238,0.00717913,144,2.038,19,112,112,1,1,5885865104,35738896,12512080,"[112, 336, 560, 1232]","[2, 4, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[112, 112, 112, 112]"
52.0,0.609172,0.00712397,144,2.038,19,112,112,1,1,5862496472,39431704,12364744,"[112, 336, 560, 1232]","[2, 4, 8, 5]","[1.0, 1.0, 1.0, 1.0]","[112, 112, 112, 112]"
54.0,0.602394,0.00698441,144,2.038,19,112,112,1,1,5862496472,39431704,12364744,"[112, 336, 560, 1232]","[2, 4, 8, 5]","[1.0, 1.0, 1.0, 1.0]","[112, 112, 112, 112]"
56.0,0.633161,0.0074902499999999995,144,2.038,19,112,112,1,1,5630245432,43853688,11756696,"[112, 336, 560, 1232]","[2, 3, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[112, 112, 112, 112]"
58.0,0.620302,0.00723738,144,2.038,19,112,112,1,1,5630245432,43853688,11756696,"[112, 336, 560, 1232]","[2, 3, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[112, 112, 112, 112]"
60.0,0.6469,0.00763871,144,2.038,19,112,112,1,1,5606876800,47546496,11609360,"[112, 336, 560, 1232]","[2, 3, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[112, 112, 112, 112]"
62.0,0.654142,0.00771404,144,2.038,19,112,112,1,1,5616761752,48024792,11346216,"[112, 336, 560, 1232]","[1, 4, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[112, 112, 112, 112]"
64.0,0.718958,0.00814661,144,2.038,19,112,112,1,1,5616761752,48024792,11346216,"[112, 336, 560, 1232]","[1, 4, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[112, 112, 112, 112]"
66.0,0.667205,0.00779887,144,2.038,19,112,112,1,1,5593393120,51717600,11198880,"[112, 336, 560, 1232]","[1, 4, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[112, 112, 112, 112]"
68.0,0.677472,0.008162879999999999,144,2.038,19,112,112,1,1,5593393120,51717600,11198880,"[112, 336, 560, 1232]","[1, 4, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[112, 112, 112, 112]"
70.0,0.680935,0.00825719,144,2.038,19,112,112,1,1,5384510712,52446776,10738168,"[112, 336, 560, 1232]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[112, 112, 112, 112]"
72.0,0.7214510000000001,0.008683759999999999,144,2.038,19,112,112,1,1,5361142080,56139584,10590832,"[112, 336, 560, 1232]","[1, 3, 6, 9]","[1.0, 1.0, 1.0, 1.0]","[112, 112, 112, 112]"
36.0,0.490068,0.00587475,64,2.764,22,24,24,1,1,2428966158,15073438,9962510,"[72, 168, 480, 1344]","[2, 5, 14, 1]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
38.0,0.504197,0.00526936,64,2.764,22,24,24,1,1,2510362950,19206166,9878918,"[72, 168, 480, 1344]","[2, 5, 13, 2]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
40.0,0.504999,0.0061842699999999995,64,2.764,22,24,24,1,1,2629794276,23913988,9682820,"[72, 168, 480, 1344]","[2, 4, 13, 3]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
42.0,0.5467179999999999,0.00634911,64,2.764,22,24,24,1,1,2711191068,28046716,9599228,"[72, 168, 480, 1344]","[2, 4, 12, 4]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
