w_a,energy,latency,w_0,w_m,d,g,g2,h,w,flops,params,acts,ws,ds,bs,gs
40.0,0.35710000000000003,0.00471308,64,2.494,18,48,48,1,1,1782345732,15169156,6472628,"[48, 144, 384, 1008]","[1, 4, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
42.0,0.370411,0.00495317,64,2.494,18,48,48,1,1,1813375632,17614768,6395792,"[48, 144, 384, 1008]","[1, 4, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
44.0,0.386841,0.00515231,64,2.494,18,48,48,1,1,1844405532,20060380,6318956,"[48, 144, 384, 1008]","[1, 4, 8, 5]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
46.0,0.385033,0.00512318,64,2.494,18,48,48,1,1,1844405532,20060380,6318956,"[48, 144, 384, 1008]","[1, 4, 8, 5]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
48.0,0.39161399999999996,0.00550071,64,2.494,18,48,48,1,1,1884530772,22928212,6129524,"[48, 144, 384, 1008]","[1, 3, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
50.0,0.388567,0.0054604,64,2.494,18,48,48,1,1,1884530772,22928212,6129524,"[48, 144, 384, 1008]","[1, 3, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
52.0,0.407753,0.0057702299999999995,64,2.494,18,48,48,1,1,1915560672,25373824,6052688,"[48, 144, 384, 1008]","[1, 3, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
54.0,0.428485,0.005806980000000001,64,2.494,18,48,48,1,1,1915560672,25373824,6052688,"[48, 144, 384, 1008]","[1, 3, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
56.0,0.404887,0.0057656999999999995,64,2.494,18,48,48,1,1,1915560672,25373824,6052688,"[48, 144, 384, 1008]","[1, 3, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
58.0,0.41916000000000003,0.00592937,64,2.494,18,48,48,1,1,1946590572,27819436,5975852,"[48, 144, 384, 1008]","[1, 3, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
60.0,0.422604,0.00599767,64,2.494,18,48,48,1,1,1946590572,27819436,5975852,"[48, 144, 384, 1008]","[1, 3, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
62.0,0.41912,0.00594482,64,2.494,18,48,48,1,1,1946590572,27819436,5975852,"[48, 144, 384, 1008]","[1, 3, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
64.0,0.44309699999999996,0.00632987,64,2.494,18,48,48,1,1,1986715812,30687268,5786420,"[48, 144, 384, 1008]","[1, 2, 6, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
66.0,0.444629,0.006352249999999999,64,2.494,18,48,48,1,1,1986715812,30687268,5786420,"[48, 144, 384, 1008]","[1, 2, 6, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
68.0,0.44319600000000003,0.0063296,64,2.494,18,48,48,1,1,1986715812,30687268,5786420,"[48, 144, 384, 1008]","[1, 2, 6, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
70.0,0.446591,0.00640315,64,2.494,18,48,48,1,1,1986715812,30687268,5786420,"[48, 144, 384, 1008]","[1, 2, 6, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
72.0,0.45433300000000004,0.0064672900000000005,64,2.494,18,48,48,1,1,2017745712,33132880,5709584,"[48, 144, 384, 1008]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
26.0,0.502601,0.00646807,72,2.45,25,48,48,1,1,3178233312,15383200,11501120,"[96, 192, 432, 1056]","[2, 6, 16, 1]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
28.0,0.539717,0.0068017500000000005,72,2.45,25,48,48,1,1,3222967032,20573944,11305112,"[96, 192, 432, 1056]","[2, 6, 14, 3]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
30.0,0.552592,0.00687222,72,2.45,25,48,48,1,1,3232313136,23649136,11009840,"[96, 192, 432, 1056]","[2, 5, 14, 4]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
32.0,0.60941,0.00721172,72,2.45,25,48,48,1,1,3277046856,28839880,10813832,"[96, 192, 432, 1056]","[2, 5, 12, 6]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
34.0,0.59069,0.0072033800000000005,72,2.45,25,48,48,1,1,3299413716,31435252,10715828,"[96, 192, 432, 1056]","[2, 5, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
36.0,0.6170030000000001,0.0073818700000000004,72,2.45,25,48,48,1,1,3308759820,34510444,10420556,"[96, 192, 432, 1056]","[2, 4, 11, 8]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
38.0,0.619133,0.00743615,72,2.45,25,48,48,1,1,3331126680,37105816,10322552,"[96, 192, 432, 1056]","[2, 4, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
40.0,0.663539,0.00747899,72,2.45,25,48,48,1,1,3331126680,37105816,10322552,"[96, 192, 432, 1056]","[2, 4, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
42.0,0.6798150000000001,0.00763313,72,2.45,25,48,48,1,1,3275458632,40292296,9575816,"[96, 192, 432, 1056]","[1, 4, 10, 10]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
44.0,0.6619919999999999,0.007720240000000001,72,2.45,25,48,48,1,1,3297825492,42887668,9477812,"[96, 192, 432, 1056]","[1, 4, 9, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
46.0,0.6658630000000001,0.00776001,72,2.45,25,48,48,1,1,3297825492,42887668,9477812,"[96, 192, 432, 1056]","[1, 4, 9, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
48.0,0.67636,0.00777219,72,2.45,25,48,48,1,1,3320192352,45483040,9379808,"[96, 192, 432, 1056]","[1, 4, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
50.0,0.679769,0.00786328,72,2.45,25,48,48,1,1,3320192352,45483040,9379808,"[96, 192, 432, 1056]","[1, 4, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
52.0,0.697858,0.00803002,72,2.45,25,48,48,1,1,3329538456,48558232,9084536,"[96, 192, 432, 1056]","[1, 3, 8, 13]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
54.0,0.7009310000000001,0.00802719,72,2.45,25,48,48,1,1,3329538456,48558232,9084536,"[96, 192, 432, 1056]","[1, 3, 8, 13]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
56.0,0.7106079999999999,0.00804137,72,2.45,25,48,48,1,1,3351905316,51153604,8986532,"[96, 192, 432, 1056]","[1, 3, 7, 14]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
58.0,0.710382,0.00805207,72,2.45,25,48,48,1,1,3351905316,51153604,8986532,"[96, 192, 432, 1056]","[1, 3, 7, 14]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
60.0,0.7079310000000001,0.00806192,72,2.45,25,48,48,1,1,3351905316,51153604,8986532,"[96, 192, 432, 1056]","[1, 3, 7, 14]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
62.0,0.7274740000000001,0.00816248,72,2.45,25,48,48,1,1,3374272176,53748976,8888528,"[96, 192, 432, 1056]","[1, 3, 6, 15]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
64.0,0.721038,0.00805589,72,2.45,25,48,48,1,1,3374272176,53748976,8888528,"[96, 192, 432, 1056]","[1, 3, 6, 15]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
66.0,0.729931,0.00825011,72,2.45,25,48,48,1,1,3374272176,53748976,8888528,"[96, 192, 432, 1056]","[1, 3, 6, 15]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
28.0,0.30156499999999997,0.0034972500000000004,56,2.461,19,24,24,1,1,1201397424,7037296,6643112,"[48, 144, 336, 840]","[2, 4, 12, 1]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
30.0,0.318514,0.00373915,56,2.461,19,24,24,1,1,1241109852,10225852,6496196,"[48, 144, 336, 840]","[2, 4, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
32.0,0.33924099999999996,0.00413655,56,2.461,19,24,24,1,1,1270910250,11887642,6309962,"[48, 144, 336, 840]","[1, 5, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
34.0,0.33454,0.00396141,56,2.461,19,24,24,1,1,1272537114,12160906,6169082,"[48, 144, 336, 840]","[1, 4, 10, 4]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
36.0,0.341791,0.00402325,56,2.461,19,24,24,1,1,1292393328,13755184,6095624,"[48, 144, 336, 840]","[1, 4, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
38.0,0.351903,0.00425024,56,2.461,19,24,24,1,1,1312249542,15349462,6022166,"[48, 144, 336, 840]","[1, 4, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
40.0,0.366183,0.00448593,56,2.461,19,24,24,1,1,1332105756,16943740,5948708,"[48, 144, 336, 840]","[1, 4, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
42.0,0.362711,0.00433188,56,2.461,19,24,24,1,1,1333732620,17217004,5807828,"[48, 144, 336, 840]","[1, 3, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
44.0,0.377673,0.00466626,56,2.461,19,24,24,1,1,1353588834,18811282,5734370,"[48, 144, 336, 840]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
46.0,0.37411099999999997,0.00453647,56,2.461,19,24,24,1,1,1353588834,18811282,5734370,"[48, 144, 336, 840]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
48.0,0.386022,0.00473949,56,2.461,19,24,24,1,1,1373445048,20405560,5660912,"[48, 144, 336, 840]","[1, 3, 6, 9]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
50.0,0.383807,0.00470776,56,2.461,19,24,24,1,1,1373445048,20405560,5660912,"[48, 144, 336, 840]","[1, 3, 6, 9]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
52.0,0.383089,0.004689199999999999,56,2.461,19,24,24,1,1,1373445048,20405560,5660912,"[48, 144, 336, 840]","[1, 3, 6, 9]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
54.0,0.378132,0.00474539,56,2.461,19,24,24,1,1,1394928126,22273102,5446574,"[48, 144, 336, 840]","[1, 2, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
56.0,0.38094,0.0047924199999999995,56,2.461,19,24,24,1,1,1394928126,22273102,5446574,"[48, 144, 336, 840]","[1, 2, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
58.0,0.383121,0.00487121,56,2.461,19,24,24,1,1,1394928126,22273102,5446574,"[48, 144, 336, 840]","[1, 2, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
60.0,0.38756,0.00490916,56,2.461,19,24,24,1,1,1414784340,23867380,5373116,"[48, 144, 336, 840]","[1, 2, 5, 11]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
62.0,0.403887,0.00498896,56,2.461,19,24,24,1,1,1414784340,23867380,5373116,"[48, 144, 336, 840]","[1, 2, 5, 11]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
64.0,0.40341699999999997,0.00494325,56,2.461,19,24,24,1,1,1414784340,23867380,5373116,"[48, 144, 336, 840]","[1, 2, 5, 11]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
66.0,0.389093,0.00495562,56,2.461,19,24,24,1,1,1414784340,23867380,5373116,"[48, 144, 336, 840]","[1, 2, 5, 11]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
68.0,0.386781,0.004888099999999999,56,2.461,19,24,24,1,1,1414784340,23867380,5373116,"[48, 144, 336, 840]","[1, 2, 5, 11]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
24.0,0.321369,0.0039441,72,2.125,20,32,32,1,1,1418937272,8948568,7381368,"[64, 160, 320, 704]","[2, 5, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
26.0,0.30556,0.00432321,72,2.125,20,32,32,1,1,1401410656,10284224,7109216,"[64, 160, 320, 704]","[2, 4, 10, 4]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
28.0,0.31494900000000003,0.00430726,72,2.125,20,32,32,1,1,1401908800,11380640,7025024,"[64, 160, 320, 704]","[2, 4, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
30.0,0.361048,0.00432573,72,2.125,20,32,32,1,1,1402406944,12477056,6940832,"[64, 160, 320, 704]","[2, 4, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
32.0,0.330355,0.00447374,72,2.125,20,32,32,1,1,1384880328,13812712,6668680,"[64, 160, 320, 704]","[2, 3, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
34.0,0.347627,0.0044252599999999994,72,2.125,20,32,32,1,1,1378164000,14991232,6358816,"[64, 160, 320, 704]","[1, 4, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
36.0,0.35377,0.00456079,72,2.125,20,32,32,1,1,1378164000,14991232,6358816,"[64, 160, 320, 704]","[1, 4, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
38.0,0.35817200000000005,0.00467988,72,2.125,20,32,32,1,1,1360637384,16326888,6086664,"[64, 160, 320, 704]","[1, 3, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
40.0,0.3523,0.00444635,72,2.125,20,32,32,1,1,1360637384,16326888,6086664,"[64, 160, 320, 704]","[1, 3, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
42.0,0.353543,0.0046074,72,2.125,20,32,32,1,1,1361135528,17423304,6002472,"[64, 160, 320, 704]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
44.0,0.345976,0.00465035,72,2.125,20,32,32,1,1,1361135528,17423304,6002472,"[64, 160, 320, 704]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
46.0,0.364675,0.00473762,72,2.125,20,32,32,1,1,1361633672,18519720,5918280,"[64, 160, 320, 704]","[1, 3, 5, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
48.0,0.360557,0.00477752,72,2.125,20,32,32,1,1,1361633672,18519720,5918280,"[64, 160, 320, 704]","[1, 3, 5, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
24.0,0.302885,0.00401966,64,2.3,20,112,112,1,1,2349242124,11081164,6987644,"[64, 112, 336, 784]","[2, 5, 12, 1]","[1.0, 1.0, 1.0, 1.0]","[64, 112, 112, 112]"
26.0,0.316092,0.00415632,64,2.3,20,112,112,1,1,2337815100,12790396,6905884,"[64, 112, 336, 784]","[2, 5, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[64, 112, 112, 112]"
28.0,0.326838,0.00428836,64,2.3,20,112,112,1,1,2328897156,14977924,6758548,"[64, 112, 336, 784]","[2, 4, 11, 3]","[1.0, 1.0, 1.0, 1.0]","[64, 112, 112, 112]"
30.0,0.356843,0.00476464,64,2.3,20,112,112,1,1,2306043108,18396388,6595028,"[64, 112, 336, 784]","[2, 4, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[64, 112, 112, 112]"
32.0,0.362359,0.00478017,64,2.3,20,112,112,1,1,2308552188,18874684,6529452,"[64, 112, 336, 784]","[2, 3, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[64, 112, 112, 112]"
34.0,0.375955,0.00506771,64,2.3,20,112,112,1,1,2264013288,20681416,6109064,"[64, 112, 336, 784]","[1, 4, 9, 6]","[1.0, 1.0, 1.0, 1.0]","[64, 112, 112, 112]"
36.0,0.363551,0.00510541,64,2.3,20,112,112,1,1,2252586264,22390648,6027304,"[64, 112, 336, 784]","[1, 4, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[64, 112, 112, 112]"
38.0,0.373497,0.0051875,64,2.3,20,112,112,1,1,2241159240,24099880,5945544,"[64, 112, 336, 784]","[1, 4, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[64, 112, 112, 112]"
40.0,0.37639,0.00521457,64,2.3,20,112,112,1,1,2243668320,24578176,5879968,"[64, 112, 336, 784]","[1, 3, 8, 8]","[1.0, 1.0, 1.0, 1.0]","[64, 112, 112, 112]"
42.0,0.388189,0.00538798,64,2.3,20,112,112,1,1,2232241296,26287408,5798208,"[64, 112, 336, 784]","[1, 3, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[64, 112, 112, 112]"
44.0,0.389459,0.00546639,64,2.3,20,112,112,1,1,2232241296,26287408,5798208,"[64, 112, 336, 784]","[1, 3, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[64, 112, 112, 112]"
46.0,0.401462,0.00562693,64,2.3,20,112,112,1,1,2220814272,27996640,5716448,"[64, 112, 336, 784]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 112, 112, 112]"
48.0,0.402644,0.00565287,64,2.3,20,112,112,1,1,2220814272,27996640,5716448,"[64, 112, 336, 784]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 112, 112, 112]"
50.0,0.42022699999999996,0.005932140000000001,64,2.3,20,112,112,1,1,2209387248,29705872,5634688,"[64, 112, 336, 784]","[1, 3, 5, 11]","[1.0, 1.0, 1.0, 1.0]","[64, 112, 112, 112]"
