w_m,energy,latency,w_a,w_0,d,g,g2,h,w,flops,params,acts,ws,ds,bs,gs
2.199,0.683898,0.00698239,51.2,104,19,40,40,1,1,3105472414,29808366,10123006,"[120, 240, 520, 1120]","[1, 4, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.249,0.659605,0.00776841,51.2,104,19,40,40,1,1,3272265594,29348586,10902666,"[120, 240, 520, 1200]","[2, 3, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.299,0.677118,0.00809751,51.2,104,19,40,40,1,1,3543126024,28719576,11596136,"[120, 240, 560, 1280]","[2, 4, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.349,0.68922,0.00758866,51.2,104,19,40,40,1,1,3589032604,26690636,11787596,"[120, 240, 560, 1360]","[2, 4, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.399,0.702078,0.00752831,51.2,104,19,40,40,1,1,3838213134,25127806,12245966,"[120, 240, 600, 1440]","[2, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.449,0.7366739999999999,0.00755996,51.2,104,19,40,40,1,1,4099153564,22767596,12727756,"[120, 240, 640, 1520]","[2, 4, 12, 1]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.0,0.626407,0.00815474,55.9,112,21,104,104,1,1,3505497802,40331082,8312786,"[104, 208, 416, 936]","[1, 3, 6, 11]","[1.0, 1.0, 1.0, 1.0]","[104, 104, 104, 104]"
2.05,0.698561,0.00811483,55.9,112,21,104,104,1,1,3947504718,40624830,8929662,"[104, 208, 520, 936]","[1, 3, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[104, 104, 104, 104]"
2.099,0.7295170000000001,0.00818012,55.9,112,21,104,104,1,1,4219799650,45812402,9287266,"[104, 208, 520, 1040]","[1, 4, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[104, 104, 104, 104]"
2.149,0.793024,0.00874798,55.9,112,21,104,104,1,1,4513515280,49186032,9598616,"[104, 208, 520, 1144]","[1, 4, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[104, 104, 104, 104]"
2.199,0.774981,0.00859763,55.9,112,21,104,104,1,1,4533664708,46001604,9735428,"[104, 208, 520, 1144]","[1, 4, 8, 8]","[1.0, 1.0, 1.0, 1.0]","[104, 104, 104, 104]"
2.249,0.805307,0.00864446,55.9,112,21,104,104,1,1,4912415210,47544314,10489610,"[104, 208, 520, 1248]","[2, 3, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[104, 104, 104, 104]"
2.299,0.886107,0.00885344,55.9,112,21,104,104,1,1,5781840130,52300962,11418226,"[104, 208, 624, 1352]","[2, 3, 10, 6]","[1.0, 1.0, 1.0, 1.0]","[104, 104, 104, 104]"
2.349,0.945991,0.00928188,55.9,112,21,104,104,1,1,6645997268,56882292,12957972,"[104, 312, 624, 1456]","[2, 4, 9, 6]","[1.0, 1.0, 1.0, 1.0]","[104, 104, 104, 104]"
2.399,0.948287,0.00923178,55.9,112,21,104,104,1,1,6816550196,55978324,13207260,"[104, 312, 624, 1560]","[2, 4, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[104, 104, 104, 104]"
2.449,0.956708,0.00891148,55.9,112,21,104,104,1,1,6923223568,53493712,13425712,"[104, 312, 624, 1664]","[2, 4, 11, 4]","[1.0, 1.0, 1.0, 1.0]","[104, 104, 104, 104]"
2.499,1.03638,0.009484339999999999,55.9,112,21,104,104,1,1,7900169824,54991728,14430248,"[104, 312, 728, 1768]","[2, 4, 12, 3]","[1.0, 1.0, 1.0, 1.0]","[104, 104, 104, 104]"
2.549,0.994842,0.00909169,55.9,112,21,104,104,1,1,7976892782,47861774,14953550,"[104, 312, 728, 1872]","[2, 5, 12, 2]","[1.0, 1.0, 1.0, 1.0]","[104, 104, 104, 104]"
2.599,0.965715,0.00884459,55.9,112,21,104,104,1,1,7930497472,40138448,15140776,"[104, 312, 728, 1976]","[2, 5, 13, 1]","[1.0, 1.0, 1.0, 1.0]","[104, 104, 104, 104]"
2.0,0.5461929999999999,0.0066555,25.2,88,23,40,40,1,1,1963477624,15163976,8480696,"[80, 160, 360, 720]","[2, 5, 10, 6]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.05,0.5408010000000001,0.006593689999999999,25.2,88,23,40,40,1,1,2194060864,15136416,9219656,"[80, 200, 360, 760]","[2, 5, 11, 5]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.099,0.54935,0.006629609999999999,25.2,88,23,40,40,1,1,2442868104,15304056,9899816,"[80, 200, 400, 800]","[2, 6, 11, 4]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.149,0.559195,0.00644999,25.2,88,23,40,40,1,1,2501193684,13299556,10173396,"[80, 200, 400, 880]","[2, 6, 13, 2]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.199,0.581773,0.006570820000000001,25.2,88,23,40,40,1,1,2743039424,13197376,10653736,"[80, 200, 440, 920]","[2, 6, 14, 1]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.599,0.571615,0.00777225,61.9,48,21,88,88,1,1,2247826304,37861296,5327600,"[48, 88, 352, 880]","[1, 2, 5, 13]","[1.0, 1.0, 1.0, 1.0]","[48, 88, 88, 88]"
2.649,0.5589339999999999,0.00759973,61.9,48,21,88,88,1,1,2240670188,35813052,5404556,"[48, 88, 352, 880]","[1, 2, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 88, 88, 88]"
2.699,0.611379,0.00812366,61.9,48,21,88,88,1,1,2473517022,41457438,5578334,"[48, 88, 352, 968]","[1, 2, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 88, 88, 88]"
2.749,0.633698,0.00846006,61.9,48,21,88,88,1,1,2473517022,41457438,5578334,"[48, 88, 352, 968]","[1, 2, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 88, 88, 88]"
2.799,0.645415,0.00834167,61.9,48,21,88,88,1,1,2887223964,44812636,6493116,"[48, 176, 352, 1056]","[1, 2, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 88, 88, 88]"
2.849,0.709641,0.00884145,61.9,48,21,88,88,1,1,3132666304,50785504,6653848,"[48, 176, 352, 1144]","[1, 2, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 88, 88, 88]"
2.899,0.64015,0.0082052,61.9,48,21,88,88,1,1,3430546568,48715480,7330392,"[48, 176, 440, 1144]","[1, 3, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[48, 88, 88, 88]"
2.949,0.73883,0.00859491,61.9,48,21,88,88,1,1,3669894270,54517342,7478078,"[48, 176, 440, 1232]","[1, 3, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[48, 88, 88, 88]"
2.999,0.723481,0.009102349999999999,61.9,48,21,88,88,1,1,3845167016,56107832,7689344,"[48, 176, 440, 1320]","[1, 3, 8, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 88, 88, 88]"
3.049,0.7638400000000001,0.008293720000000001,61.9,48,21,88,88,1,1,3845167016,56107832,7689344,"[48, 176, 440, 1320]","[1, 3, 8, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 88, 88, 88]"
2.249,0.418333,0.00602806,45.3,56,20,32,32,1,1,1123561904,15736592,5224240,"[64, 128, 288, 640]","[1, 2, 6, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.299,0.430783,0.00606866,45.3,56,20,32,32,1,1,1180022680,16773560,5414200,"[64, 128, 288, 672]","[1, 3, 5, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.349,0.448709,0.00611244,45.3,56,20,32,32,1,1,1335423928,18543896,5729912,"[64, 128, 320, 736]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.399,0.466999,0.00639708,45.3,56,20,32,32,1,1,1387509824,19827040,5783616,"[64, 128, 320, 768]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.449,0.484688,0.00642329,45.3,56,20,32,32,1,1,1475758800,20911984,5956240,"[64, 128, 320, 832]","[1, 3, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.499,0.498288,0.00639547,45.3,56,20,32,32,1,1,1606100040,22684008,6162280,"[64, 128, 352, 864]","[1, 3, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.549,0.507275,0.00654491,45.3,56,20,32,32,1,1,1686396472,23369688,6330040,"[64, 128, 352, 928]","[1, 3, 8, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.599,0.515872,0.00641874,45.3,56,20,32,32,1,1,1854171888,24244496,6673616,"[64, 128, 384, 992]","[1, 3, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.649,0.532982,0.00633413,45.3,56,20,32,32,1,1,1976286816,25154368,7189600,"[64, 160, 384, 1024]","[1, 4, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.699,0.5029359999999999,0.00640651,45.3,56,20,32,32,1,1,2138039928,25498840,7528312,"[64, 160, 416, 1088]","[1, 4, 9, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.749,0.535849,0.00638936,45.3,56,20,32,32,1,1,2172118192,24575824,7672112,"[64, 160, 416, 1152]","[1, 4, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.799,0.542901,0.00695352,45.3,56,20,32,32,1,1,2386094528,27322400,7945728,"[64, 160, 448, 1216]","[1, 4, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.849,0.522548,0.00663896,45.3,56,20,32,32,1,1,2393098544,25469968,8079920,"[64, 160, 448, 1280]","[1, 4, 11, 4]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.899,0.560283,0.00659652,45.3,56,20,32,32,1,1,2566699344,24531312,8466992,"[64, 160, 480, 1376]","[1, 4, 12, 3]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.949,0.5126069999999999,0.0059651899999999996,45.3,56,20,32,32,1,1,2473057776,20312336,8671024,"[64, 160, 480, 1440]","[1, 5, 12, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.999,0.497768,0.00584011,45.3,56,20,32,32,1,1,2579808648,17009192,9032616,"[64, 160, 512, 1504]","[1, 5, 13, 1]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
3.049,0.5165700000000001,0.00614903,45.3,56,20,32,32,1,1,2607927528,17554568,9065640,"[64, 160, 512, 1600]","[1, 5, 13, 1]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.0,0.29929300000000003,0.004469979999999999,30.7,64,17,80,80,1,1,1242835728,9397328,5067504,"[64, 160, 240, 480]","[1, 3, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[64, 80, 80, 80]"
2.05,0.31790199999999996,0.00449509,30.7,64,17,80,80,1,1,1400458308,10253028,5459684,"[64, 160, 240, 560]","[1, 4, 6, 6]","[1.0, 1.0, 1.0, 1.0]","[64, 80, 80, 80]"
2.099,0.331334,0.00464429,30.7,64,17,80,80,1,1,1623149808,10648528,5910784,"[64, 160, 320, 560]","[1, 4, 7, 5]","[1.0, 1.0, 1.0, 1.0]","[64, 80, 80, 80]"
2.149,0.381689,0.00559264,30.7,64,17,80,80,1,1,1708580288,11138848,6079424,"[64, 160, 320, 640]","[1, 4, 8, 4]","[1.0, 1.0, 1.0, 1.0]","[64, 80, 80, 80]"
2.199,0.343989,0.00479655,30.7,64,17,80,80,1,1,1719407432,11006056,6305096,"[64, 160, 320, 640]","[2, 3, 8, 4]","[1.0, 1.0, 1.0, 1.0]","[64, 80, 80, 80]"
2.249,0.355146,0.0050716599999999995,30.7,64,17,80,80,1,1,1783429712,10976816,6450016,"[64, 160, 320, 720]","[2, 3, 9, 3]","[1.0, 1.0, 1.0, 1.0]","[64, 80, 80, 80]"
2.299,0.37079500000000004,0.00518107,30.7,64,17,80,80,1,1,1867381192,10023656,6759176,"[64, 160, 320, 800]","[2, 4, 9, 2]","[1.0, 1.0, 1.0, 1.0]","[64, 80, 80, 80]"
2.349,0.35470999999999997,0.00427996,30.7,64,17,80,80,1,1,1861466992,8330576,6829136,"[64, 160, 320, 800]","[2, 4, 10, 1]","[1.0, 1.0, 1.0, 1.0]","[64, 80, 80, 80]"
2.0,0.315641,0.0048257199999999995,29.1,64,19,120,120,1,1,1546506248,12334328,5013224,"[64, 120, 240, 480]","[1, 4, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.05,0.36997599999999997,0.00514678,29.1,64,19,120,120,1,1,1706409368,14820488,5231504,"[64, 120, 240, 600]","[1, 4, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.099,0.38232,0.00527367,29.1,64,19,120,120,1,1,1706409368,14820488,5231504,"[64, 120, 240, 600]","[1, 4, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.149,0.38393299999999997,0.0051234900000000005,29.1,64,19,120,120,1,1,1729712912,13554176,5603776,"[64, 120, 240, 600]","[2, 3, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.199,0.424848,0.005474700000000001,29.1,64,19,120,120,1,1,2349164132,17932196,6499156,"[64, 120, 360, 720]","[2, 3, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.249,0.41828899999999997,0.0052694099999999995,29.1,64,19,120,120,1,1,2384191382,16019846,6674806,"[64, 120, 360, 720]","[2, 4, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.299,0.397536,0.00521122,29.1,64,19,120,120,1,1,2422098932,14656436,6780196,"[64, 120, 360, 720]","[2, 4, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.349,0.41244400000000003,0.005362110000000001,29.1,64,19,120,120,1,1,2511045152,14437376,6944656,"[64, 120, 360, 840]","[2, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.399,0.404006,0.00511522,29.1,64,19,120,120,1,1,2524162952,12475496,7032256,"[64, 120, 360, 840]","[2, 4, 12, 1]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.0,0.5293920000000001,0.006976899999999999,40.6,88,23,88,88,1,1,2517879626,27043434,7246858,"[88, 176, 352, 704]","[1, 3, 7, 12]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.05,0.6021029999999999,0.007991729999999999,40.6,88,23,88,88,1,1,2770241120,31432016,7627392,"[88, 176, 352, 792]","[1, 4, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.099,0.5912970000000001,0.007591420000000001,40.6,88,23,88,88,1,1,2780993114,29821946,7717394,"[88, 176, 352, 792]","[1, 4, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.149,0.667475,0.00792119,40.6,88,23,88,88,1,1,3429139052,34494636,8852748,"[88, 176, 440, 880]","[2, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.199,0.622075,0.00815025,40.6,88,23,88,88,1,1,3639446094,36924030,9116198,"[88, 176, 440, 968]","[2, 3, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.249,0.607014,0.00791495,40.6,88,23,88,88,1,1,3667451280,34025904,9386864,"[88, 176, 440, 968]","[2, 4, 9, 8]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.299,0.694126,0.00795937,40.6,88,23,88,88,1,1,3829369608,35272424,9611176,"[88, 176, 440, 1056]","[2, 4, 10, 7]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.349,0.723202,0.00842302,40.6,88,23,88,88,1,1,4498966206,38975838,10448782,"[88, 176, 528, 1144]","[2, 4, 11, 6]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.399,0.746813,0.008830909999999999,40.6,88,23,88,88,1,1,4638240748,38764572,10672764,"[88, 176, 528, 1232]","[2, 4, 12, 5]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.449,0.728862,0.00850625,40.6,88,23,88,88,1,1,4701313670,36597990,10973702,"[88, 176, 528, 1320]","[2, 5, 12, 4]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.499,0.675539,0.0073616,40.6,88,23,88,88,1,1,4750641212,34161644,11145500,"[88, 176, 528, 1408]","[2, 5, 13, 3]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.549,0.722019,0.0077030300000000005,40.6,88,23,88,88,1,1,5370543132,31351804,12602604,"[88, 264, 528, 1496]","[2, 5, 14, 2]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.599,0.8192140000000001,0.00818865,40.6,88,23,88,88,1,1,6146448812,31311676,13569020,"[88, 264, 616, 1584]","[2, 5, 15, 1]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.0,0.255725,0.00424347,28.4,48,17,72,72,1,1,670661130,6612346,3419522,"[48, 72, 216, 360]","[1, 3, 4, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.05,0.26443,0.00424515,28.4,48,17,72,72,1,1,756502932,7854004,3592916,"[48, 72, 216, 432]","[1, 3, 5, 8]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.099,0.261546,0.00411803,28.4,48,17,72,72,1,1,770149542,7362550,3656150,"[48, 72, 216, 432]","[1, 3, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.149,0.2726,0.004419889999999999,28.4,48,17,72,72,1,1,833174058,8882074,3744962,"[48, 72, 216, 504]","[1, 3, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.199,0.269022,0.0041792800000000005,28.4,48,17,72,72,1,1,837896322,8174962,3797522,"[48, 72, 216, 504]","[1, 3, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.249,0.254877,0.004227750000000001,28.4,48,17,72,72,1,1,891350454,8472070,3959702,"[48, 72, 216, 576]","[1, 4, 7, 5]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.299,0.321564,0.00452015,28.4,48,17,72,72,1,1,1328765268,9881236,5216660,"[48, 144, 288, 576]","[1, 4, 7, 5]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.349,0.307671,0.0046644,28.4,48,17,72,72,1,1,1391597346,10132210,5357762,"[48, 144, 288, 648]","[1, 4, 8, 4]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.399,0.324946,0.00450186,28.4,48,17,72,72,1,1,1398794880,9053920,5431400,"[48, 144, 288, 648]","[1, 4, 9, 3]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.449,0.31972300000000003,0.00447478,28.4,48,17,72,72,1,1,1430255712,8538688,5540480,"[48, 144, 288, 720]","[1, 4, 10, 2]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.499,0.31929700000000005,0.0048839,28.4,48,17,72,72,1,1,1430255712,8538688,5540480,"[48, 144, 288, 720]","[1, 4, 10, 2]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.549,0.338735,0.00466297,28.4,48,17,72,72,1,1,1448594208,7077760,5910152,"[48, 144, 288, 792]","[2, 4, 10, 1]","[1.0, 1.0, 1.0, 1.0]","[48, 72, 72, 72]"
2.099,0.434085,0.0067426199999999995,31.9,64,24,48,48,1,1,1417437804,17025004,5730092,"[48, 144, 288, 576]","[1, 4, 6, 13]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.149,0.455532,0.00692193,31.9,64,24,48,48,1,1,1510373064,18253672,5909192,"[48, 144, 288, 624]","[1, 4, 7, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.199,0.453349,0.00665559,31.9,64,24,48,48,1,1,1594693548,19271980,6074060,"[48, 144, 288, 672]","[1, 4, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.249,0.491074,0.00691418,31.9,64,24,48,48,1,1,1818982332,20879644,6629660,"[48, 144, 336, 720]","[2, 3, 9, 10]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.299,0.511672,0.00704314,31.9,64,24,48,48,1,1,1898374380,21475276,6794348,"[48, 144, 336, 768]","[2, 3, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.349,0.601801,0.00829392,31.9,64,24,48,48,1,1,1983699468,23035372,7008668,"[48, 144, 336, 816]","[2, 4, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.399,0.577059,0.0074943499999999994,31.9,64,24,48,48,1,1,2231748192,24335104,7472480,"[48, 144, 384, 864]","[2, 4, 10, 8]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.449,0.6430309999999999,0.00752834,31.9,64,24,48,48,1,1,2365757496,25911832,7689080,"[48, 144, 384, 960]","[2, 4, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.499,0.642091,0.007588409999999999,31.9,64,24,48,48,1,1,2406870468,25219396,7825124,"[48, 144, 384, 1008]","[2, 4, 12, 6]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.549,0.611893,0.007553,31.9,64,24,48,48,1,1,2665065468,25154332,8436572,"[48, 144, 432, 1056]","[2, 5, 12, 5]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.599,0.661405,0.00744713,31.9,64,24,48,48,1,1,2912100864,23965024,9287744,"[48, 192, 432, 1104]","[2, 5, 13, 4]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.649,0.646899,0.00796846,31.9,64,24,48,48,1,1,2949290760,22742824,9440120,"[48, 192, 432, 1200]","[2, 5, 14, 3]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.699,0.60422,0.00680493,31.9,64,24,48,48,1,1,3201457656,18235384,10100120,"[48, 192, 480, 1248]","[2, 5, 16, 1]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.099,0.504766,0.00654169,67.7,96,18,96,96,1,1,2571417600,30857824,6898112,"[96, 192, 384, 864]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 96, 96]"
2.149,0.5727749999999999,0.00681734,67.7,96,18,96,96,1,1,3109936176,34723792,7726832,"[96, 192, 480, 960]","[1, 3, 5, 9]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 96, 96]"
2.199,0.628201,0.00744371,67.7,96,18,96,96,1,1,3319913808,39752176,7873712,"[96, 192, 480, 1056]","[1, 3, 5, 9]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 96, 96]"
2.249,0.593985,0.00694511,67.7,96,18,96,96,1,1,3337082496,37038496,8000000,"[96, 192, 480, 1056]","[1, 3, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 96, 96]"
2.299,0.638152,0.00704187,67.7,96,18,96,96,1,1,3537544488,41840392,8132648,"[96, 192, 480, 1152]","[1, 3, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 96, 96]"
2.349,0.6653450000000001,0.00733781,67.7,96,18,96,96,1,1,4136980824,45549688,8834360,"[96, 192, 576, 1248]","[1, 3, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 96, 96]"
2.399,0.686856,0.00753769,67.7,96,18,96,96,1,1,4331294664,45995368,9092936,"[96, 192, 576, 1344]","[1, 3, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 96, 96]"
2.449,0.681293,0.00725619,67.7,96,18,96,96,1,1,4474188192,49267840,9309536,"[96, 192, 576, 1440]","[1, 4, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 96, 96]"
2.499,0.685447,0.00714416,67.7,96,18,96,96,1,1,4597294248,47955784,9525416,"[96, 192, 576, 1536]","[1, 4, 8, 5]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 96, 96]"
2.549,0.753855,0.007916000000000001,67.7,96,18,96,96,1,1,5265757344,46092352,10917536,"[96, 288, 576, 1632]","[1, 4, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 96, 96]"
2.599,0.782457,0.00762751,67.7,96,18,96,96,1,1,5944404600,45899800,11717432,"[96, 288, 672, 1728]","[1, 4, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 96, 96]"
2.649,0.8470829999999999,0.008353669999999999,67.7,96,18,96,96,1,1,6056415432,48454120,11778920,"[96, 288, 672, 1824]","[1, 4, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 96, 96]"
2.699,0.753019,0.0071357799999999996,67.7,96,18,96,96,1,1,6019609344,41944672,11951744,"[96, 288, 672, 1920]","[1, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 96, 96]"
2.749,0.829863,0.00751941,67.7,96,18,96,96,1,1,6762044304,37300528,13075376,"[96, 288, 768, 2016]","[1, 5, 11, 1]","[1.0, 1.0, 1.0, 1.0]","[96, 96, 96, 96]"
2.249,0.583924,0.00790045,39.9,64,25,32,32,1,1,1648657320,25180552,6354920,"[64, 128, 320, 736]","[1, 3, 7, 14]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.299,0.581136,0.0077976799999999995,39.9,64,25,32,32,1,1,1710831264,25631936,6502304,"[64, 128, 320, 768]","[1, 3, 8, 13]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.349,0.6334500000000001,0.00790111,39.9,64,25,32,32,1,1,2026683752,29532104,7309480,"[64, 160, 352, 832]","[1, 4, 7, 13]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.399,0.665702,0.008138059999999999,39.9,64,25,32,32,1,1,2252774400,32064480,7695872,"[64, 160, 384, 896]","[1, 4, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.449,0.683682,0.008256399999999999,39.9,64,25,32,32,1,1,2379460320,33696704,7906208,"[64, 160, 384, 960]","[1, 4, 9, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.499,0.673608,0.00821152,39.9,64,25,32,32,1,1,2420687000,33216440,8043864,"[64, 160, 384, 992]","[1, 4, 10, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.549,0.69649,0.008361269999999999,39.9,64,25,32,32,1,1,2651927064,34860408,8453496,"[64, 160, 416, 1056]","[1, 4, 11, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.599,0.6845019999999999,0.00844748,39.9,64,25,32,32,1,1,2903061800,38488136,8896456,"[64, 160, 448, 1120]","[1, 5, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.649,0.757683,0.0087438,39.9,64,25,32,32,1,1,2998201816,38588280,9308504,"[64, 160, 448, 1184]","[2, 4, 11, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
