w_m,energy,latency,w_a,w_0,d,g,g2,h,w,flops,params,acts,ws,ds,bs,gs
2.699,0.772812,0.00898816,39.9,64,25,32,32,1,1,3173335808,38301088,9877472,"[64, 192, 448, 1248]","[2, 4, 12, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.749,0.820979,0.00968835,39.9,64,25,32,32,1,1,3445654232,39572216,10330840,"[64, 192, 480, 1344]","[2, 4, 13, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.799,0.7966380000000001,0.00884586,39.9,64,25,32,32,1,1,3667006544,38873840,10763472,"[64, 192, 512, 1408]","[2, 4, 14, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.849,0.761202,0.00837179,39.9,64,25,32,32,1,1,3628255632,35439152,11057040,"[64, 192, 512, 1472]","[2, 5, 14, 4]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.899,0.780197,0.00931359,39.9,64,25,32,32,1,1,3851614600,33948328,11509928,"[64, 192, 544, 1568]","[2, 5, 15, 3]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.949,0.7717970000000001,0.0093518,39.9,64,25,32,32,1,1,4040579480,30822008,11956312,"[64, 192, 576, 1632]","[2, 5, 16, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.999,0.7336,0.00905975,39.9,64,25,32,32,1,1,3948767696,25266416,12086800,"[64, 192, 576, 1728]","[2, 5, 17, 1]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.099,0.5958669999999999,0.00722443,49.8,88,22,32,32,1,1,2046228072,27649416,7769192,"[96, 192, 384, 832]","[1, 3, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.149,0.576699,0.00735545,49.8,88,22,32,32,1,1,2200750592,28293280,8087648,"[96, 192, 416, 864]","[1, 3, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.199,0.6417849999999999,0.0077163399999999995,49.8,88,22,32,32,1,1,2335873888,31613696,8204544,"[96, 192, 416, 928]","[1, 3, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.249,0.623191,0.00762349,49.8,88,22,32,32,1,1,2566702576,33146192,8783280,"[96, 192, 448, 992]","[1, 4, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.299,0.635751,0.00752256,49.8,88,22,32,32,1,1,2749817960,35679240,9047080,"[96, 192, 448, 1088]","[1, 4, 8, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.349,0.700905,0.00742169,49.8,88,22,32,32,1,1,2972527392,36788032,9432992,"[96, 192, 480, 1152]","[1, 4, 9, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.399,0.7709429999999999,0.00861932,49.8,88,22,32,32,1,1,3237012728,40748184,9716216,"[96, 192, 512, 1216]","[1, 4, 9, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.449,0.780728,0.00831965,49.8,88,22,32,32,1,1,3450235616,39917952,10543584,"[96, 224, 512, 1280]","[1, 5, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.499,0.806952,0.00884552,49.8,88,22,32,32,1,1,3738071496,40958312,11349512,"[96, 224, 544, 1376]","[2, 4, 10, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.549,0.839131,0.00931389,49.8,88,22,32,32,1,1,4005987504,41266512,11788528,"[96, 224, 576, 1472]","[2, 4, 11, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.599,0.792731,0.00878517,49.8,88,22,32,32,1,1,4013568896,38282656,11960192,"[96, 224, 576, 1536]","[2, 4, 12, 4]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.649,0.809154,0.00886077,49.8,88,22,32,32,1,1,4243999016,36520520,12403592,"[96, 224, 608, 1632]","[2, 4, 13, 3]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.699,0.8073640000000001,0.008993969999999999,49.8,88,22,32,32,1,1,4569284848,32791632,13483120,"[96, 256, 640, 1728]","[2, 5, 13, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.749,0.7930560000000001,0.00891852,49.8,88,22,32,32,1,1,4751019312,28353744,13926160,"[96, 256, 672, 1824]","[2, 5, 14, 1]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.249,0.8525710000000001,0.010249399999999999,65.3,96,23,80,80,1,1,4166898024,58425736,9056776,"[80, 240, 480, 1120]","[1, 3, 6, 13]","[1.0, 1.0, 1.0, 1.0]","[80, 80, 80, 80]"
2.299,0.8848550000000001,0.0102708,65.3,96,23,80,80,1,1,4415564004,61564196,9331556,"[80, 240, 480, 1200]","[1, 3, 7, 12]","[1.0, 1.0, 1.0, 1.0]","[80, 80, 80, 80]"
2.349,0.948529,0.010891,65.3,96,23,80,80,1,1,5018865084,70135516,9882236,"[80, 240, 560, 1280]","[1, 3, 7, 12]","[1.0, 1.0, 1.0, 1.0]","[80, 80, 80, 80]"
2.399,0.975912,0.0109992,65.3,96,23,80,80,1,1,5274945264,72623216,10168576,"[80, 240, 560, 1360]","[1, 3, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[80, 80, 80, 80]"
2.449,1.0261300000000002,0.0112999,65.3,96,23,80,80,1,1,5519453644,73366636,10665996,"[80, 240, 560, 1440]","[1, 4, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[80, 80, 80, 80]"
2.499,1.0833599999999999,0.0114337,65.3,96,23,80,80,1,1,6171739124,76906996,11391876,"[80, 240, 640, 1520]","[1, 4, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[80, 80, 80, 80]"
2.549,1.1191300000000002,0.011448700000000001,65.3,96,23,80,80,1,1,6418706404,82880356,11514276,"[80, 240, 640, 1600]","[1, 4, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[80, 80, 80, 80]"
2.599,1.13192,0.0118269,65.3,96,23,80,80,1,1,6590193984,82334176,11764736,"[80, 240, 640, 1680]","[1, 4, 10, 8]","[1.0, 1.0, 1.0, 1.0]","[80, 80, 80, 80]"
2.649,1.1371900000000001,0.0113447,65.3,96,23,80,80,1,1,6712535764,80564436,11991476,"[80, 240, 640, 1760]","[1, 4, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[80, 80, 80, 80]"
2.699,1.18442,0.0118604,65.3,96,23,80,80,1,1,7578238524,84823196,13050236,"[80, 240, 720, 1920]","[1, 5, 11, 6]","[1.0, 1.0, 1.0, 1.0]","[80, 80, 80, 80]"
2.749,1.20767,0.0124913,65.3,96,23,80,80,1,1,7779208704,89630016,13137056,"[80, 240, 720, 2000]","[1, 5, 11, 6]","[1.0, 1.0, 1.0, 1.0]","[80, 80, 80, 80]"
2.799,1.16042,0.0116336,65.3,96,23,80,80,1,1,7792653984,84100576,13339776,"[80, 240, 720, 2080]","[1, 5, 12, 5]","[1.0, 1.0, 1.0, 1.0]","[80, 80, 80, 80]"
2.849,1.24307,0.0122986,65.3,96,23,80,80,1,1,8688449344,85158176,14445376,"[80, 240, 800, 2240]","[2, 4, 13, 4]","[1.0, 1.0, 1.0, 1.0]","[80, 80, 80, 80]"
2.899,1.27335,0.01238,65.3,96,23,80,80,1,1,9107689824,76560096,15639856,"[80, 320, 800, 2320]","[2, 4, 14, 3]","[1.0, 1.0, 1.0, 1.0]","[80, 80, 80, 80]"
2.949,1.22054,0.0119349,65.3,96,23,80,80,1,1,9015921884,66999676,15846076,"[80, 320, 800, 2480]","[2, 4, 15, 2]","[1.0, 1.0, 1.0, 1.0]","[80, 80, 80, 80]"
2.999,1.21869,0.011375999999999999,65.3,96,23,80,80,1,1,9711824764,57297596,17028796,"[80, 320, 880, 2560]","[2, 5, 15, 1]","[1.0, 1.0, 1.0, 1.0]","[80, 80, 80, 80]"
2.0,0.499786,0.0058482099999999995,35.8,104,19,48,48,1,1,2332559136,16817632,8962352,"[96, 192, 432, 816]","[2, 4, 8, 5]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.05,0.463787,0.00580752,35.8,104,19,48,48,1,1,2435081736,17229448,9171656,"[96, 192, 432, 912]","[2, 4, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.099,0.574962,0.0064693699999999995,35.8,104,19,48,48,1,1,2698179888,17486032,9642224,"[96, 192, 480, 960]","[2, 4, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.149,0.562072,0.00599666,35.8,104,19,48,48,1,1,3022245492,16312660,10714292,"[96, 240, 480, 1056]","[2, 5, 10, 2]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.199,0.543353,0.00575612,35.8,104,19,48,48,1,1,3032925780,14078260,10857092,"[96, 240, 480, 1104]","[2, 5, 11, 1]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
2.0,0.5259020000000001,0.006677260000000001,46.5,104,22,24,24,1,1,2098406304,25803808,8517128,"[96, 216, 408, 840]","[1, 4, 6, 11]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.05,0.54541,0.00697295,46.5,104,22,24,24,1,1,2259010530,26939266,8831378,"[96, 216, 432, 888]","[1, 4, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.099,0.641649,0.00753446,46.5,104,22,24,24,1,1,2484090906,28808746,9591386,"[96, 216, 456, 960]","[2, 3, 8, 9]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.149,0.6617730000000001,0.0072765899999999994,46.5,104,22,24,24,1,1,2704543266,32652898,9833498,"[96, 216, 480, 1032]","[2, 3, 8, 9]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.199,0.690825,0.00753336,46.5,104,22,24,24,1,1,3013159212,33766588,10721420,"[96, 240, 504, 1104]","[2, 4, 8, 8]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.249,0.707332,0.00775741,46.5,104,22,24,24,1,1,3226184592,34775920,11089640,"[96, 240, 528, 1176]","[2, 4, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.299,0.6907519999999999,0.008316649999999998,46.5,104,22,24,24,1,1,3475129770,36148330,11490842,"[96, 240, 552, 1272]","[2, 4, 10, 6]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.349,0.750537,0.00827841,46.5,104,22,24,24,1,1,3678647424,35886016,11869376,"[96, 240, 576, 1344]","[2, 4, 11, 5]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.399,0.779551,0.00858833,46.5,104,22,24,24,1,1,3868913838,34753198,12485006,"[96, 240, 600, 1440]","[2, 5, 11, 4]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.449,0.81921,0.008935650000000002,46.5,104,22,24,24,1,1,4192581666,33511522,13232738,"[96, 264, 624, 1536]","[2, 5, 12, 3]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.499,0.80543,0.00894322,46.5,104,22,24,24,1,1,4363682028,30866188,13622636,"[96, 264, 648, 1632]","[2, 5, 13, 2]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.549,0.783729,0.00854918,46.5,104,22,24,24,1,1,4506971778,26889250,14012354,"[96, 264, 672, 1728]","[2, 5, 14, 1]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.299,0.31807799999999997,0.00538589,45.5,48,18,64,64,1,1,1087518780,13903324,4381628,"[48, 128, 256, 576]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.349,0.36835399999999996,0.00588678,45.5,48,18,64,64,1,1,1182473548,16210540,4489036,"[48, 128, 256, 640]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.399,0.348553,0.00543888,45.5,48,18,64,64,1,1,1178688364,15126412,4545004,"[48, 128, 256, 640]","[1, 2, 6, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.449,0.371366,0.00568611,45.5,48,18,64,64,1,1,1271027756,17373772,4642924,"[48, 128, 256, 704]","[1, 2, 6, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.499,0.394533,0.00568867,45.5,48,18,64,64,1,1,1516972972,18851404,5204652,"[48, 128, 320, 768]","[1, 3, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.549,0.392523,0.00566524,45.5,48,18,64,64,1,1,1516972972,18851404,5204652,"[48, 128, 320, 768]","[1, 3, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.599,0.372865,0.00562794,45.5,48,18,64,64,1,1,1596790172,19386556,5358300,"[48, 128, 320, 832]","[1, 3, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.649,0.420024,0.00580689,45.5,48,18,64,64,1,1,1685305788,21532636,5437244,"[48, 128, 320, 896]","[1, 3, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.699,0.445565,0.00574721,45.5,48,18,64,64,1,1,1951051068,22694876,5914300,"[48, 128, 384, 960]","[1, 3, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.749,0.444123,0.00559376,45.5,48,18,64,64,1,1,2005786092,22132492,6058220,"[48, 128, 384, 1024]","[1, 3, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.799,0.446494,0.00569189,45.5,48,18,64,64,1,1,2005786092,22132492,6058220,"[48, 128, 384, 1024]","[1, 3, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.849,0.445742,0.005673269999999999,45.5,48,18,64,64,1,1,2016988348,20453212,6258108,"[48, 128, 384, 1088]","[1, 4, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.899,0.42758999999999997,0.0053399400000000005,45.5,48,18,64,64,1,1,2017692716,18549580,6364076,"[48, 128, 384, 1152]","[1, 4, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.949,0.440299,0.0055060000000000005,45.5,48,18,64,64,1,1,2066491148,19696428,6405068,"[48, 128, 384, 1216]","[1, 4, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.999,0.457386,0.00540588,45.5,48,18,64,64,1,1,2348081404,18662940,6947580,"[48, 128, 448, 1280]","[1, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
3.049,0.426313,0.0048635200000000005,45.5,48,18,64,64,1,1,2297063212,14924492,7043820,"[48, 128, 448, 1344]","[1, 4, 12, 1]","[1.0, 1.0, 1.0, 1.0]","[48, 64, 64, 64]"
2.349,0.63283,0.00755612,67.4,72,21,120,120,1,1,3013508256,47848912,6305120,"[72, 120, 360, 960]","[1, 2, 5, 13]","[1.0, 1.0, 1.0, 1.0]","[72, 120, 120, 120]"
2.399,0.64626,0.00787531,67.4,72,21,120,120,1,1,2998999506,45216562,6374930,"[72, 120, 360, 960]","[1, 2, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[72, 120, 120, 120]"
2.449,0.708875,0.009038589999999999,67.4,72,21,120,120,1,1,3711244926,55559662,7129790,"[72, 120, 480, 1080]","[1, 3, 5, 12]","[1.0, 1.0, 1.0, 1.0]","[72, 120, 120, 120]"
2.499,0.721041,0.00822692,67.4,72,21,120,120,1,1,3731238576,52567312,7252520,"[72, 120, 480, 1080]","[1, 3, 6, 11]","[1.0, 1.0, 1.0, 1.0]","[72, 120, 120, 120]"
2.549,0.81641,0.008686609999999999,67.4,72,21,120,120,1,1,4649508066,58389922,8800130,"[72, 240, 480, 1200]","[1, 3, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[72, 120, 120, 120]"
2.599,0.895758,0.009435240000000001,67.4,72,21,120,120,1,1,5010169536,67065232,9001520,"[72, 240, 480, 1320]","[1, 3, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[72, 120, 120, 120]"
2.649,0.8735,0.00905185,67.4,72,21,120,120,1,1,4960726086,62371942,9088670,"[72, 240, 480, 1320]","[1, 3, 8, 9]","[1.0, 1.0, 1.0, 1.0]","[72, 120, 120, 120]"
2.699,0.9064650000000001,0.00908401,67.4,72,21,120,120,1,1,5309356206,70765582,9272270,"[72, 240, 480, 1440]","[1, 3, 8, 9]","[1.0, 1.0, 1.0, 1.0]","[72, 120, 120, 120]"
2.749,0.93036,0.00926678,67.4,72,21,120,120,1,1,5952561156,69513892,10072100,"[72, 240, 600, 1440]","[1, 3, 9, 8]","[1.0, 1.0, 1.0, 1.0]","[72, 120, 120, 120]"
2.799,0.98212,0.00970936,67.4,72,21,120,120,1,1,6287021526,77517862,10237910,"[72, 240, 600, 1560]","[1, 3, 9, 8]","[1.0, 1.0, 1.0, 1.0]","[72, 120, 120, 120]"
2.849,0.987939,0.00941057,67.4,72,21,120,120,1,1,6569395296,77576992,10719440,"[72, 240, 600, 1680]","[1, 4, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[72, 120, 120, 120]"
2.899,0.9197540000000001,0.00960389,67.4,72,21,120,120,1,1,6752819616,76967392,10954160,"[72, 240, 600, 1800]","[1, 4, 10, 6]","[1.0, 1.0, 1.0, 1.0]","[72, 120, 120, 120]"
2.949,0.99687,0.00926196,67.4,72,21,120,120,1,1,6752819616,76967392,10954160,"[72, 240, 600, 1800]","[1, 4, 10, 6]","[1.0, 1.0, 1.0, 1.0]","[72, 120, 120, 120]"
2.999,1.00853,0.00961405,67.4,72,21,120,120,1,1,6854034036,74325652,11153300,"[72, 240, 600, 1920]","[1, 4, 11, 5]","[1.0, 1.0, 1.0, 1.0]","[72, 120, 120, 120]"
3.049,1.07299,0.00973386,67.4,72,21,120,120,1,1,7972624356,76200052,12259460,"[72, 240, 720, 2040]","[1, 4, 12, 4]","[1.0, 1.0, 1.0, 1.0]","[72, 120, 120, 120]"
2.449,0.502117,0.00804453,48.4,48,22,56,56,1,1,1549124600,24704456,5089536,"[48, 112, 280, 728]","[1, 2, 6, 13]","[1.0, 1.0, 1.0, 1.0]","[48, 56, 56, 56]"
2.499,0.44140199999999996,0.00647312,48.4,48,22,56,56,1,1,1549124600,24704456,5089536,"[48, 112, 280, 728]","[1, 2, 6, 13]","[1.0, 1.0, 1.0, 1.0]","[48, 56, 56, 56]"
2.549,0.486122,0.00694729,48.4,48,22,56,56,1,1,1783844820,26710964,5597652,"[48, 112, 336, 784]","[1, 3, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 56, 56, 56]"
2.599,0.514079,0.00719728,48.4,48,22,56,56,1,1,1908110766,29749566,5708238,"[48, 112, 336, 840]","[1, 3, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 56, 56, 56]"
2.649,0.526581,0.00731802,48.4,48,22,56,56,1,1,2015777164,30955820,5883980,"[48, 112, 336, 896]","[1, 3, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 56, 56, 56]"
2.699,0.608501,0.00835798,48.4,48,22,56,56,1,1,2142672576,34064576,5986264,"[48, 112, 336, 952]","[1, 3, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 56, 56, 56]"
2.749,0.6111420000000001,0.00851854,48.4,48,22,56,56,1,1,2228579628,34734924,6137100,"[48, 112, 336, 1008]","[1, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[48, 56, 56, 56]"
2.799,0.6510349999999999,0.00823345,48.4,48,22,56,56,1,1,2501914914,36209474,6612218,"[48, 112, 392, 1064]","[1, 3, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 56, 56, 56]"
2.849,0.627629,0.008343360000000001,48.4,48,22,56,56,1,1,2622175978,39146506,6697898,"[48, 112, 392, 1120]","[1, 3, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 56, 56, 56]"
2.899,0.697517,0.00842573,48.4,48,22,56,56,1,1,2681456542,38741150,6840222,"[48, 112, 392, 1176]","[1, 3, 10, 8]","[1.0, 1.0, 1.0, 1.0]","[48, 56, 56, 56]"
2.949,0.617826,0.00839096,48.4,48,22,56,56,1,1,2969093402,41389418,7652922,"[48, 168, 392, 1232]","[1, 4, 9, 8]","[1.0, 1.0, 1.0, 1.0]","[48, 56, 56, 56]"
2.999,0.68003,0.00801661,48.4,48,22,56,56,1,1,3251281336,41714568,8144224,"[48, 168, 448, 1288]","[1, 4, 10, 7]","[1.0, 1.0, 1.0, 1.0]","[48, 56, 56, 56]"
3.049,0.677975,0.008011599999999999,48.4,48,22,56,56,1,1,3273423540,39919908,8278036,"[48, 168, 448, 1344]","[1, 4, 11, 6]","[1.0, 1.0, 1.0, 1.0]","[48, 56, 56, 56]"
2.349,0.662533,0.00900546,60.5,72,23,80,80,1,1,3048263446,46536822,7286870,"[72, 160, 400, 960]","[1, 3, 5, 14]","[1.0, 1.0, 1.0, 1.0]","[72, 80, 80, 80]"
2.399,0.6546620000000001,0.00890465,60.5,72,23,80,80,1,1,3042864346,44225562,7380250,"[72, 160, 400, 960]","[1, 3, 6, 13]","[1.0, 1.0, 1.0, 1.0]","[72, 80, 80, 80]"
2.449,0.6882039999999999,0.00911082,60.5,72,23,80,80,1,1,3284452826,50102042,7550090,"[72, 160, 400, 1040]","[1, 3, 6, 13]","[1.0, 1.0, 1.0, 1.0]","[72, 80, 80, 80]"
2.499,0.739355,0.009622629999999998,60.5,72,23,80,80,1,1,3791138706,54905522,8182290,"[72, 160, 480, 1120]","[1, 3, 7, 12]","[1.0, 1.0, 1.0, 1.0]","[72, 80, 80, 80]"
2.549,0.816416,0.00942898,60.5,72,23,80,80,1,1,4018700586,57521802,8445210,"[72, 160, 480, 1200]","[1, 3, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[72, 80, 80, 80]"
2.599,0.8433930000000001,0.0097036,60.5,72,23,80,80,1,1,4264400866,63496322,8591330,"[72, 160, 480, 1280]","[1, 3, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[72, 80, 80, 80]"
2.649,0.885676,0.0102194,60.5,72,23,80,80,1,1,4451338446,65115662,8818670,"[72, 160, 480, 1360]","[1, 3, 9, 10]","[1.0, 1.0, 1.0, 1.0]","[72, 80, 80, 80]"
2.699,0.938529,0.010931900000000001,60.5,72,23,80,80,1,1,4994033126,67677702,9602950,"[72, 160, 560, 1440]","[1, 4, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[72, 80, 80, 80]"
2.749,0.952306,0.010503199999999999,60.5,72,23,80,80,1,1,5228715606,73366262,9725350,"[72, 160, 560, 1520]","[1, 4, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[72, 80, 80, 80]"
2.799,0.969382,0.010577,60.5,72,23,80,80,1,1,5367617586,72951282,9940530,"[72, 160, 560, 1600]","[1, 4, 10, 8]","[1.0, 1.0, 1.0, 1.0]","[72, 80, 80, 80]"
2.849,1.00314,0.0104206,60.5,72,23,80,80,1,1,5882701846,72008022,11135910,"[72, 240, 560, 1680]","[1, 4, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[72, 80, 80, 80]"
2.899,1.1231600000000002,0.011253899999999999,60.5,72,23,80,80,1,1,6662860426,80546762,11815850,"[72, 240, 640, 1760]","[1, 4, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[72, 80, 80, 80]"
2.949,1.13745,0.011137000000000001,60.5,72,23,80,80,1,1,6732274006,77457462,12018870,"[72, 240, 640, 1840]","[1, 4, 12, 6]","[1.0, 1.0, 1.0, 1.0]","[72, 80, 80, 80]"
2.999,1.08249,0.0105158,60.5,72,23,80,80,1,1,6744976986,72952602,12198170,"[72, 240, 640, 1920]","[1, 4, 13, 5]","[1.0, 1.0, 1.0, 1.0]","[72, 80, 80, 80]"
3.049,1.0723,0.0104101,60.5,72,23,80,80,1,1,6808306846,68980542,12604510,"[72, 240, 640, 2080]","[1, 5, 13, 4]","[1.0, 1.0, 1.0, 1.0]","[72, 80, 80, 80]"
2.299,0.641262,0.00758037,68.5,80,21,24,24,1,1,2238719268,35864980,7297988,"[72, 192, 432, 984]","[1, 2, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.349,0.6599579999999999,0.00778054,68.5,80,21,24,24,1,1,2358340668,38423404,7590044,"[72, 192, 432, 1032]","[1, 3, 5, 12]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.399,0.653671,0.00806204,68.5,80,21,24,24,1,1,2572285326,40816414,7926782,"[72, 192, 456, 1104]","[1, 3, 6, 11]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.449,0.72381,0.00798701,68.5,80,21,24,24,1,1,2824574766,45833134,8161958,"[72, 192, 480, 1176]","[1, 3, 6, 11]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.499,0.768931,0.0085574,68.5,80,21,24,24,1,1,3045334476,47718796,8509100,"[72, 192, 504, 1248]","[1, 3, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.549,0.8013640000000001,0.00874515,68.5,80,21,24,24,1,1,3317498160,52912000,8747744,"[72, 192, 528, 1320]","[1, 3, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.599,0.851296,0.008872090000000001,68.5,80,21,24,24,1,1,3672841692,55738924,9386708,"[72, 216, 552, 1416]","[1, 3, 8, 9]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.649,0.788597,0.00874873,68.5,80,21,24,24,1,1,3773659170,55463362,9601538,"[72, 216, 552, 1488]","[1, 3, 9, 8]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.699,0.892664,0.00918014,68.5,80,21,24,24,1,1,4081709718,61250950,10049174,"[72, 216, 576, 1584]","[1, 4, 8, 8]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.749,0.913055,0.00924871,68.5,80,21,24,24,1,1,4255436700,60356812,10388660,"[72, 216, 600, 1656]","[1, 4, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.799,0.921709,0.00932005,68.5,80,21,24,24,1,1,4467080184,59812792,10761128,"[72, 216, 624, 1752]","[1, 4, 10, 6]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.849,0.9025,0.009911809999999998,68.5,80,21,24,24,1,1,4815078012,65747788,11025548,"[72, 216, 648, 1848]","[1, 4, 10, 6]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.899,0.9929439999999999,0.00987764,68.5,80,21,24,24,1,1,5090280354,63526498,11698922,"[72, 240, 672, 1944]","[1, 4, 11, 5]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.949,0.973445,0.0100248,68.5,80,21,24,24,1,1,5232960060,59654620,12070940,"[72, 240, 696, 2040]","[1, 4, 12, 4]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.999,0.973497,0.009772550000000001,68.5,80,21,24,24,1,1,5367776502,54862198,12458150,"[72, 240, 720, 2160]","[1, 4, 13, 3]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
