w_a,energy,latency,w_0,w_m,d,g,g2,h,w,flops,params,acts,ws,ds,bs,gs
68.0,0.826677,0.00897077,120,2.106,20,72,72,1,1,4193189856,48412432,10610432,"[144, 288, 504, 1152]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
70.0,0.79569,0.008357060000000001,120,2.106,20,72,72,1,1,4193189856,48412432,10610432,"[144, 288, 504, 1152]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
72.0,0.818235,0.00882168,120,2.106,20,72,72,1,1,4193189856,48412432,10610432,"[144, 288, 504, 1152]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
50.0,0.747103,0.00750803,160,2.028,17,72,72,1,1,5620239540,22588660,14698556,"[144, 360, 648, 1368]","[2, 5, 9, 1]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
52.0,0.770625,0.00781547,160,2.028,17,72,72,1,1,5461843680,27603712,14054192,"[144, 360, 648, 1368]","[2, 4, 9, 2]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
54.0,0.77125,0.00787302,160,2.028,17,72,72,1,1,5461843680,27603712,14054192,"[144, 360, 648, 1368]","[2, 4, 9, 2]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
56.0,0.779458,0.00780484,160,2.028,17,72,72,1,1,5442503076,31704292,13875164,"[144, 360, 648, 1368]","[2, 4, 8, 3]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
58.0,0.799207,0.00804634,160,2.028,17,72,72,1,1,5442503076,31704292,13875164,"[144, 360, 648, 1368]","[2, 4, 8, 3]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
60.0,0.8168179999999999,0.008277469999999999,160,2.028,17,72,72,1,1,5423162472,35804872,13696136,"[144, 360, 648, 1368]","[2, 4, 7, 4]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
62.0,0.822948,0.00841885,160,2.028,17,72,72,1,1,5284107216,36719344,13230800,"[144, 360, 648, 1368]","[2, 3, 8, 4]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
64.0,0.800249,0.00825104,160,2.028,17,72,72,1,1,5284107216,36719344,13230800,"[144, 360, 648, 1368]","[2, 3, 8, 4]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
66.0,0.862484,0.00875301,160,2.028,17,72,72,1,1,5264766612,40819924,13051772,"[144, 360, 648, 1368]","[2, 3, 7, 5]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
68.0,0.8709790000000001,0.008746130000000001,160,2.028,17,72,72,1,1,5228243010,41233618,12544010,"[144, 360, 648, 1368]","[1, 4, 7, 5]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
70.0,0.8210510000000001,0.00844832,160,2.028,17,72,72,1,1,5228243010,41233618,12544010,"[144, 360, 648, 1368]","[1, 4, 7, 5]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
72.0,0.8486699999999999,0.008769220000000001,160,2.028,17,72,72,1,1,5208902406,45334198,12364982,"[144, 360, 648, 1368]","[1, 4, 6, 6]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
24.0,0.576232,0.0069765899999999995,72,2.298,25,48,48,1,1,2815883664,15975280,10748528,"[96, 192, 384, 864]","[2, 6, 14, 3]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
26.0,0.6523869999999999,0.00858763,72,2.298,25,48,48,1,1,2786283312,19752976,10326608,"[96, 192, 384, 864]","[2, 5, 13, 5]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
28.0,0.63535,0.00750478,72,2.298,25,48,48,1,1,2787712392,21461416,10228424,"[96, 192, 384, 864]","[2, 5, 12, 6]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
30.0,0.631571,0.00785104,72,2.298,25,48,48,1,1,2758112040,25239112,9806504,"[96, 192, 384, 864]","[2, 4, 11, 8]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
32.0,0.648597,0.00812018,72,2.298,25,48,48,1,1,2759541120,26947552,9708320,"[96, 192, 384, 864]","[2, 4, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
34.0,0.70043,0.00888242,72,2.298,25,48,48,1,1,2760970200,28655992,9610136,"[96, 192, 384, 864]","[2, 4, 9, 10]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
36.0,0.7192430000000001,0.00852478,72,2.298,25,48,48,1,1,2728511688,29016808,9384584,"[96, 192, 384, 864]","[2, 3, 10, 10]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
38.0,0.708885,0.00886553,72,2.298,25,48,48,1,1,2664926616,30836536,8834936,"[96, 192, 384, 864]","[1, 4, 9, 11]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
40.0,0.790334,0.00896721,72,2.298,25,48,48,1,1,2666355696,32544976,8736752,"[96, 192, 384, 864]","[1, 4, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
42.0,0.8148970000000001,0.00943711,72,2.298,25,48,48,1,1,2666355696,32544976,8736752,"[96, 192, 384, 864]","[1, 4, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
44.0,0.769366,0.009344469999999999,72,2.298,25,48,48,1,1,2667784776,34253416,8638568,"[96, 192, 384, 864]","[1, 4, 7, 13]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
46.0,0.798355,0.00969584,72,2.298,25,48,48,1,1,2636755344,36322672,8314832,"[96, 192, 384, 864]","[1, 3, 7, 14]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
48.0,0.847391,0.00975315,72,2.298,25,48,48,1,1,2636755344,36322672,8314832,"[96, 192, 384, 864]","[1, 3, 7, 14]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
50.0,0.766106,0.00941555,72,2.298,25,48,48,1,1,2636755344,36322672,8314832,"[96, 192, 384, 864]","[1, 3, 7, 14]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
52.0,0.8547359999999999,0.0100373,72,2.298,25,48,48,1,1,2638184424,38031112,8216648,"[96, 192, 384, 864]","[1, 3, 6, 15]","[1.0, 1.0, 1.0, 1.0]","[48, 48, 48, 48]"
30.0,0.38411900000000004,0.00512586,48,2.709,19,40,40,1,1,1449653924,8839796,6320836,"[40, 120, 360, 960]","[2, 4, 12, 1]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
32.0,0.40536900000000003,0.00526489,48,2.709,19,40,40,1,1,1482357974,11101526,6157046,"[40, 120, 360, 960]","[1, 5, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
34.0,0.432358,0.00554935,48,2.709,19,40,40,1,1,1533615824,13678016,6016976,"[40, 120, 360, 960]","[1, 4, 11, 3]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
36.0,0.46535000000000004,0.00567042,48,2.709,19,40,40,1,1,1565058974,15878366,5947166,"[40, 120, 360, 960]","[1, 4, 10, 4]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
38.0,0.476358,0.00577178,48,2.709,19,40,40,1,1,1596502124,18078716,5877356,"[40, 120, 360, 960]","[1, 4, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
40.0,0.488269,0.00611109,48,2.709,19,40,40,1,1,1596502124,18078716,5877356,"[40, 120, 360, 960]","[1, 4, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
42.0,0.500529,0.006036,48,2.709,19,40,40,1,1,1647759974,20655206,5737286,"[40, 120, 360, 960]","[1, 3, 9, 6]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
44.0,0.509224,0.00619039,48,2.709,19,40,40,1,1,1647759974,20655206,5737286,"[40, 120, 360, 960]","[1, 3, 9, 6]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
46.0,0.534413,0.00641515,48,2.709,19,40,40,1,1,1679203124,22855556,5667476,"[40, 120, 360, 960]","[1, 3, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
48.0,0.528882,0.00629762,48,2.709,19,40,40,1,1,1679203124,22855556,5667476,"[40, 120, 360, 960]","[1, 3, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
50.0,0.5443300000000001,0.00637462,48,2.709,19,40,40,1,1,1710646274,25055906,5597666,"[40, 120, 360, 960]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
52.0,0.5528099999999999,0.00644738,48,2.709,19,40,40,1,1,1710646274,25055906,5597666,"[40, 120, 360, 960]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
54.0,0.597534,0.00715431,48,2.709,19,40,40,1,1,1742089424,27256256,5527856,"[40, 120, 360, 960]","[1, 3, 6, 9]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
56.0,0.582875,0.0067225,48,2.709,19,40,40,1,1,1761904124,27632396,5457596,"[40, 120, 360, 960]","[1, 2, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
58.0,0.609167,0.0074265600000000005,48,2.709,19,40,40,1,1,1761904124,27632396,5457596,"[40, 120, 360, 960]","[1, 2, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
60.0,0.60151,0.0068444099999999996,48,2.709,19,40,40,1,1,1793347274,29832746,5387786,"[40, 120, 360, 960]","[1, 2, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
62.0,0.607979,0.0069207999999999995,48,2.709,19,40,40,1,1,1793347274,29832746,5387786,"[40, 120, 360, 960]","[1, 2, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
64.0,0.620658,0.00693283,48,2.709,19,40,40,1,1,1793347274,29832746,5387786,"[40, 120, 360, 960]","[1, 2, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
66.0,0.6056050000000001,0.00687305,48,2.709,19,40,40,1,1,1793347274,29832746,5387786,"[40, 120, 360, 960]","[1, 2, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
68.0,0.630343,0.00711672,48,2.709,19,40,40,1,1,1824790424,32033096,5317976,"[40, 120, 360, 960]","[1, 2, 5, 11]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
70.0,0.626743,0.00714236,48,2.709,19,40,40,1,1,1824790424,32033096,5317976,"[40, 120, 360, 960]","[1, 2, 5, 11]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
72.0,0.629126,0.00711262,48,2.709,19,40,40,1,1,1824790424,32033096,5317976,"[40, 120, 360, 960]","[1, 2, 5, 11]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
24.0,0.476136,0.0060869900000000005,88,2.094,22,32,32,1,1,2160660232,11012904,10136392,"[96, 192, 384, 800]","[2, 6, 12, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
26.0,0.491785,0.006348250000000001,88,2.094,22,32,32,1,1,2133817344,12700256,9803168,"[96, 192, 384, 800]","[2, 5, 12, 3]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
28.0,0.502402,0.00618988,88,2.094,22,32,32,1,1,2123372560,15408624,9587824,"[96, 192, 384, 800]","[2, 5, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
30.0,0.518335,0.00639236,88,2.094,22,32,32,1,1,2096529672,17095976,9254600,"[96, 192, 384, 800]","[2, 4, 10, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
32.0,0.543997,0.00668673,88,2.094,22,32,32,1,1,2091307280,18450160,9146928,"[96, 192, 384, 800]","[2, 4, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
34.0,0.559578,0.006730819999999999,88,2.094,22,32,32,1,1,2086084888,19804344,9039256,"[96, 192, 384, 800]","[2, 4, 8, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
36.0,0.554534,0.006846339999999999,88,2.094,22,32,32,1,1,2064464392,20137512,8813704,"[96, 192, 384, 800]","[2, 3, 9, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
38.0,0.565314,0.00687296,88,2.094,22,32,32,1,1,2059242000,21491696,8706032,"[96, 192, 384, 800]","[2, 3, 8, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
40.0,0.5691459999999999,0.006951710000000001,88,2.094,22,32,32,1,1,2010681488,22943344,8146896,"[96, 192, 384, 800]","[1, 4, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
42.0,0.57371,0.0069835,88,2.094,22,32,32,1,1,2010681488,22943344,8146896,"[96, 192, 384, 800]","[1, 4, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
44.0,0.585178,0.007035700000000001,88,2.094,22,32,32,1,1,2005459096,24297528,8039224,"[96, 192, 384, 800]","[1, 4, 6, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
46.0,0.5779829999999999,0.0069725,88,2.094,22,32,32,1,1,1983838600,24630696,7813672,"[96, 192, 384, 800]","[1, 3, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
48.0,0.6250359999999999,0.00775644,88,2.094,22,32,32,1,1,1978616208,25984880,7706000,"[96, 192, 384, 800]","[1, 3, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
50.0,0.604682,0.00723215,88,2.094,22,32,32,1,1,1978616208,25984880,7706000,"[96, 192, 384, 800]","[1, 3, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
28.0,0.352374,0.00472368,80,2.131,18,24,24,1,1,1382763090,6809746,7831826,"[72, 168, 360, 768]","[2, 5, 10, 1]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
30.0,0.371346,0.005064269999999999,80,2.131,18,24,24,1,1,1376270880,8347696,7550336,"[72, 168, 360, 768]","[2, 4, 10, 2]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
32.0,0.37685199999999996,0.0049651800000000005,80,2.131,18,24,24,1,1,1376388606,9589342,7452062,"[72, 168, 360, 768]","[2, 4, 9, 3]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
34.0,0.39875900000000003,0.00536447,80,2.131,18,24,24,1,1,1369896396,11127292,7170572,"[72, 168, 360, 768]","[2, 3, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
36.0,0.400667,0.0052445,80,2.131,18,24,24,1,1,1370014122,12368938,7072298,"[72, 168, 360, 768]","[2, 3, 8, 5]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
38.0,0.408829,0.00535194,80,2.131,18,24,24,1,1,1361563392,13689616,6691904,"[72, 168, 360, 768]","[1, 4, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
40.0,0.40533300000000005,0.00530577,80,2.131,18,24,24,1,1,1361563392,13689616,6691904,"[72, 168, 360, 768]","[1, 4, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
42.0,0.40148,0.00502536,80,2.131,18,24,24,1,1,1361681118,14931262,6593630,"[72, 168, 360, 768]","[1, 4, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
44.0,0.410344,0.00529183,80,2.131,18,24,24,1,1,1355071182,15227566,6410414,"[72, 168, 360, 768]","[1, 3, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
46.0,0.422244,0.00542838,80,2.131,18,24,24,1,1,1355188908,16469212,6312140,"[72, 168, 360, 768]","[1, 3, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
48.0,0.404797,0.0054080000000000005,80,2.131,18,24,24,1,1,1355188908,16469212,6312140,"[72, 168, 360, 768]","[1, 3, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
50.0,0.422182,0.00544339,80,2.131,18,24,24,1,1,1355188908,16469212,6312140,"[72, 168, 360, 768]","[1, 3, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
52.0,0.42856,0.00542435,80,2.131,18,24,24,1,1,1355306634,17710858,6213866,"[72, 168, 360, 768]","[1, 3, 5, 9]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
54.0,0.428564,0.00534906,80,2.131,18,24,24,1,1,1355306634,17710858,6213866,"[72, 168, 360, 768]","[1, 3, 5, 9]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
56.0,0.433714,0.00544165,80,2.131,18,24,24,1,1,1355306634,17710858,6213866,"[72, 168, 360, 768]","[1, 3, 5, 9]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
58.0,0.435573,0.00539072,80,2.131,18,24,24,1,1,1348814424,19248808,5932376,"[72, 168, 360, 768]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
60.0,0.45663099999999995,0.00584931,80,2.131,18,24,24,1,1,1348814424,19248808,5932376,"[72, 168, 360, 768]","[1, 2, 5, 10]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
34.0,0.5820019999999999,0.00647866,56,2.876,23,104,104,1,1,3865147632,19757856,9726536,"[56, 208, 416, 1352]","[2, 5, 15, 1]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
36.0,0.6562319999999999,0.00787833,56,2.876,23,104,104,1,1,3962963298,24777858,9681842,"[56, 208, 416, 1352]","[2, 5, 14, 2]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
38.0,0.577779,0.00730162,56,2.876,23,104,104,1,1,3984526424,30318536,9392800,"[56, 208, 416, 1352]","[2, 4, 14, 3]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
40.0,0.6958390000000001,0.00747968,56,2.876,23,104,104,1,1,4194656232,35606424,9310664,"[56, 208, 416, 1352]","[1, 5, 13, 4]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
42.0,0.758741,0.007965139999999999,56,2.876,23,104,104,1,1,4292471898,40626426,9265970,"[56, 208, 416, 1352]","[1, 5, 12, 5]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
44.0,0.720227,0.008927379999999999,56,2.876,23,104,104,1,1,4314035024,46167104,8976928,"[56, 208, 416, 1352]","[1, 4, 12, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
46.0,0.708754,0.008539419999999999,56,2.876,23,104,104,1,1,4411850690,51187106,8932234,"[56, 208, 416, 1352]","[1, 4, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
48.0,0.778872,0.00850705,56,2.876,23,104,104,1,1,4411850690,51187106,8932234,"[56, 208, 416, 1352]","[1, 4, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
50.0,0.8496480000000001,0.00955083,56,2.876,23,104,104,1,1,4509666356,56207108,8887540,"[56, 208, 416, 1352]","[1, 4, 10, 8]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
52.0,0.7465510000000001,0.0088279,56,2.876,23,104,104,1,1,4509666356,56207108,8887540,"[56, 208, 416, 1352]","[1, 4, 10, 8]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
54.0,0.872396,0.0091626,56,2.876,23,104,104,1,1,4607482022,61227110,8842846,"[56, 208, 416, 1352]","[1, 4, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
56.0,0.8893519999999999,0.00983496,56,2.876,23,104,104,1,1,4531229482,61747786,8598498,"[56, 208, 416, 1352]","[1, 3, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
58.0,0.886411,0.00968436,56,2.876,23,104,104,1,1,4629045148,66767788,8553804,"[56, 208, 416, 1352]","[1, 3, 9, 10]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
60.0,0.8081,0.00947984,56,2.876,23,104,104,1,1,4629045148,66767788,8553804,"[56, 208, 416, 1352]","[1, 3, 9, 10]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
62.0,0.943959,0.0101243,56,2.876,23,104,104,1,1,4726860814,71787790,8509110,"[56, 208, 416, 1352]","[1, 3, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
64.0,0.835871,0.009920479999999999,56,2.876,23,104,104,1,1,4726860814,71787790,8509110,"[56, 208, 416, 1352]","[1, 3, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
66.0,0.932695,0.0098664,56,2.876,23,104,104,1,1,4726860814,71787790,8509110,"[56, 208, 416, 1352]","[1, 3, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
68.0,0.866814,0.010188299999999999,56,2.876,23,104,104,1,1,4824676480,76807792,8464416,"[56, 208, 416, 1352]","[1, 3, 7, 12]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
70.0,0.873051,0.010326599999999998,56,2.876,23,104,104,1,1,4824676480,76807792,8464416,"[56, 208, 416, 1352]","[1, 3, 7, 12]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
72.0,0.976384,0.0108762,56,2.876,23,104,104,1,1,4824676480,76807792,8464416,"[56, 208, 416, 1352]","[1, 3, 7, 12]","[1.0, 1.0, 1.0, 1.0]","[56, 104, 104, 104]"
32.0,0.385693,0.0051766699999999995,48,2.784,19,40,40,1,1,1466055604,9181316,6348356,"[40, 120, 360, 1040]","[2, 4, 12, 1]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
34.0,0.40848,0.00526842,48,2.784,19,40,40,1,1,1515930954,11872426,6196426,"[40, 120, 360, 1040]","[1, 5, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
36.0,0.472505,0.0063988100000000004,48,2.784,19,40,40,1,1,1584360104,14878296,6068216,"[40, 120, 360, 1040]","[1, 4, 11, 3]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
38.0,0.454863,0.00558668,48,2.784,19,40,40,1,1,1584360104,14878296,6068216,"[40, 120, 360, 1040]","[1, 4, 11, 3]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
40.0,0.469812,0.00587415,48,2.784,19,40,40,1,1,1632974554,17508026,6010266,"[40, 120, 360, 1040]","[1, 4, 10, 4]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
42.0,0.487201,0.00580808,48,2.784,19,40,40,1,1,1681589004,20137756,5952316,"[40, 120, 360, 1040]","[1, 4, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
44.0,0.50015,0.00602827,48,2.784,19,40,40,1,1,1701403704,20513896,5882056,"[40, 120, 360, 1040]","[1, 3, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
46.0,0.526925,0.00631636,48,2.784,19,40,40,1,1,1750018154,23143626,5824106,"[40, 120, 360, 1040]","[1, 3, 9, 6]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
48.0,0.5714349999999999,0.00657704,48,2.784,19,40,40,1,1,1798632604,25773356,5766156,"[40, 120, 360, 1040]","[1, 3, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
50.0,0.553294,0.00647134,48,2.784,19,40,40,1,1,1798632604,25773356,5766156,"[40, 120, 360, 1040]","[1, 3, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
52.0,0.558735,0.00657077,48,2.784,19,40,40,1,1,1798632604,25773356,5766156,"[40, 120, 360, 1040]","[1, 3, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
54.0,0.573193,0.006563589999999999,48,2.784,19,40,40,1,1,1847247054,28403086,5708206,"[40, 120, 360, 1040]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
56.0,0.578503,0.006593180000000001,48,2.784,19,40,40,1,1,1847247054,28403086,5708206,"[40, 120, 360, 1040]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
58.0,0.604494,0.00685377,48,2.784,19,40,40,1,1,1895861504,31032816,5650256,"[40, 120, 360, 1040]","[1, 3, 6, 9]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
60.0,0.628999,0.00695257,48,2.784,19,40,40,1,1,1915676204,31408956,5579996,"[40, 120, 360, 1040]","[1, 2, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
62.0,0.617254,0.0068921,48,2.784,19,40,40,1,1,1915676204,31408956,5579996,"[40, 120, 360, 1040]","[1, 2, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
64.0,0.6362000000000001,0.0071411800000000004,48,2.784,19,40,40,1,1,1964290654,34038686,5522046,"[40, 120, 360, 1040]","[1, 2, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
66.0,0.6446839999999999,0.0071693600000000005,48,2.784,19,40,40,1,1,1964290654,34038686,5522046,"[40, 120, 360, 1040]","[1, 2, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
68.0,0.639812,0.00709471,48,2.784,19,40,40,1,1,1964290654,34038686,5522046,"[40, 120, 360, 1040]","[1, 2, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
70.0,0.634216,0.00695245,48,2.784,19,40,40,1,1,1964290654,34038686,5522046,"[40, 120, 360, 1040]","[1, 2, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
72.0,0.673975,0.0073403999999999995,48,2.784,19,40,40,1,1,2012905104,36668416,5464096,"[40, 120, 360, 1040]","[1, 2, 5, 11]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
48.0,0.910412,0.00882898,120,2.416,22,88,88,1,1,6798361766,35753366,14031262,"[88, 264, 704, 1672]","[2, 5, 14, 1]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
50.0,0.964701,0.009022220000000001,120,2.416,22,88,88,1,1,6834802368,42276960,13864304,"[88, 264, 704, 1672]","[2, 5, 13, 2]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
52.0,0.981125,0.0093851,120,2.416,22,88,88,1,1,6871242970,48800554,13697346,"[88, 264, 704, 1672]","[2, 5, 12, 3]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
54.0,1.01946,0.00981584,120,2.416,22,88,88,1,1,6907683572,55324148,13530388,"[88, 264, 704, 1672]","[2, 5, 11, 4]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
