w_m,energy,latency,w_a,w_0,d,g,g2,h,w,flops,params,acts,ws,ds,bs,gs
2.499,0.6483669999999999,0.00812832,57.3,64,24,120,120,1,1,3364458878,52064558,6766334,"[64, 120, 360, 960]","[1, 3, 6, 14]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.549,0.749728,0.0096153,57.3,64,24,120,120,1,1,3744581648,58945328,7090904,"[64, 120, 360, 1080]","[1, 3, 7, 13]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.599,0.731249,0.009556779999999999,57.3,64,24,120,120,1,1,4245464348,58839308,7802684,"[64, 120, 480, 1080]","[1, 3, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.649,0.810531,0.00978532,57.3,64,24,120,120,1,1,4645783718,68466758,8039654,"[64, 120, 480, 1200]","[1, 3, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.699,0.7538830000000001,0.00957505,57.3,64,24,120,120,1,1,4632477218,64659938,8144594,"[64, 120, 480, 1200]","[1, 3, 9, 11]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.749,0.8478239999999999,0.0104964,57.3,64,24,120,120,1,1,5029275638,74221718,8363774,"[64, 120, 480, 1320]","[1, 3, 9, 11]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.799,0.7897519999999999,0.010118499999999999,57.3,64,24,120,120,1,1,5299590008,77949128,8651864,"[64, 120, 480, 1440]","[1, 4, 9, 10]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.849,0.8022400000000001,0.0100284,57.3,64,24,120,120,1,1,5941331648,73349888,10227104,"[64, 240, 480, 1440]","[1, 4, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.899,0.891295,0.010285,57.3,64,24,120,120,1,1,6314067368,82348328,10410704,"[64, 240, 480, 1560]","[1, 4, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.949,0.914241,0.0107774,57.3,64,24,120,120,1,1,7427265638,89547878,11499974,"[64, 240, 600, 1680]","[1, 4, 11, 8]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.999,0.86871,0.010155099999999999,57.3,64,24,120,120,1,1,7328660288,82217648,11604464,"[64, 240, 600, 1680]","[1, 4, 12, 7]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
3.049,0.870471,0.0100297,57.3,64,24,120,120,1,1,7512084608,81608048,11839184,"[64, 240, 600, 1800]","[1, 4, 13, 6]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
2.199,0.34580299999999997,0.00479144,36.3,56,23,32,32,1,1,1107830688,15124800,5441120,"[64, 128, 256, 576]","[1, 3, 6, 13]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.249,0.379129,0.00482634,36.3,56,23,32,32,1,1,1276352728,17320696,5790040,"[64, 128, 288, 640]","[1, 3, 7, 12]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.299,0.358671,0.00506623,36.3,56,23,32,32,1,1,1331613616,18685712,5853232,"[64, 128, 288, 672]","[1, 3, 7, 12]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.349,0.40007600000000004,0.005332379999999999,36.3,56,23,32,32,1,1,1512023936,20544672,6328800,"[64, 128, 320, 736]","[1, 4, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.399,0.410423,0.00543746,36.3,56,23,32,32,1,1,1558621184,20606752,6461952,"[64, 128, 320, 768]","[1, 4, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.449,0.41683499999999996,0.00547302,36.3,56,23,32,32,1,1,1668540688,23317424,6569360,"[64, 128, 320, 832]","[1, 4, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.499,0.45447699999999996,0.00576328,36.3,56,23,32,32,1,1,1797704792,23590136,6878328,"[64, 128, 352, 864]","[1, 4, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.549,0.454426,0.00563146,36.3,56,23,32,32,1,1,1878001224,24275816,7046088,"[64, 128, 352, 928]","[1, 4, 10, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.599,0.48165800000000003,0.00545373,36.3,56,23,32,32,1,1,2067877712,25287280,7427376,"[64, 128, 384, 992]","[1, 4, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.649,0.476613,0.00524328,36.3,56,23,32,32,1,1,2173489608,23787880,8093128,"[64, 160, 384, 1024]","[1, 5, 11, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.699,0.529962,0.005849249999999999,36.3,56,23,32,32,1,1,2397135184,26721008,8395088,"[64, 160, 416, 1088]","[1, 5, 11, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.749,0.50905,0.00547731,36.3,56,23,32,32,1,1,2438427920,25715888,8764560,"[64, 160, 416, 1152]","[2, 4, 12, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.799,0.476282,0.006329240000000001,36.3,56,23,32,32,1,1,2618976944,25197968,9159600,"[64, 160, 448, 1216]","[2, 4, 13, 4]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.849,0.453012,0.006132240000000001,36.3,56,23,32,32,1,1,2609342928,22927280,9284304,"[64, 160, 448, 1280]","[2, 4, 14, 3]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.899,0.460764,0.00627477,36.3,56,23,32,32,1,1,2755612768,20967424,9807392,"[64, 160, 480, 1376]","[2, 5, 14, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.949,0.45452800000000004,0.0060424699999999994,36.3,56,23,32,32,1,1,2684563008,16885472,9908256,"[64, 160, 480, 1440]","[2, 5, 15, 1]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.299,0.31355299999999997,0.00455747,38.3,48,22,32,32,1,1,1067656800,14885376,5290272,"[64, 128, 256, 576]","[1, 3, 5, 13]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.349,0.346313,0.00483567,38.3,48,22,32,32,1,1,1170082432,16675104,5482112,"[64, 128, 256, 640]","[1, 3, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.399,0.343503,0.00482883,38.3,48,22,32,32,1,1,1282800712,18393320,5683528,"[64, 128, 288, 672]","[1, 3, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.449,0.35356400000000004,0.00497916,38.3,48,22,32,32,1,1,1330439960,18662200,5812056,"[64, 128, 288, 704]","[1, 3, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.499,0.36114999999999997,0.0050107,38.3,48,22,32,32,1,1,1422252064,20020736,5984800,"[64, 128, 288, 768]","[1, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.549,0.411746,0.00533239,38.3,48,22,32,32,1,1,1558023144,21859272,6214440,"[64, 128, 320, 800]","[1, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.599,0.41735700000000003,0.00528228,38.3,48,22,32,32,1,1,1592270320,21612944,6333360,"[64, 128, 320, 832]","[1, 3, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.649,0.408888,0.00522771,38.3,48,22,32,32,1,1,1660933872,22027920,6599664,"[64, 128, 320, 896]","[1, 4, 9, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.699,0.46113600000000005,0.0052747,38.3,48,22,32,32,1,1,1860526280,25115624,6882888,"[64, 128, 352, 960]","[1, 4, 9, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.749,0.45124000000000003,0.00548766,38.3,48,22,32,32,1,1,1870638048,24067648,6987456,"[64, 128, 352, 992]","[1, 4, 10, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.799,0.459769,0.00543681,38.3,48,22,32,32,1,1,2039439432,24542632,7349768,"[64, 128, 384, 1056]","[1, 4, 11, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.849,0.448416,0.00575425,38.3,48,22,32,32,1,1,2126367768,26661624,7419224,"[64, 128, 384, 1120]","[1, 4, 11, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.899,0.473519,0.00521297,38.3,48,22,32,32,1,1,2104070208,24586720,7509440,"[64, 128, 384, 1152]","[1, 4, 12, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.949,0.465656,0.00530035,38.3,48,22,32,32,1,1,2224403024,23447472,7941712,"[64, 128, 416, 1216]","[1, 5, 12, 4]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.999,0.43160899999999996,0.005874539999999999,38.3,48,22,32,32,1,1,2374803792,22185712,8317776,"[64, 128, 448, 1280]","[1, 5, 13, 3]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
3.049,0.414421,0.00573321,38.3,48,22,32,32,1,1,2333102032,19107184,8423504,"[64, 128, 448, 1344]","[1, 5, 14, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.349,0.572539,0.00814851,49.3,64,24,56,56,1,1,2280831966,34382702,6703886,"[56, 168, 336, 840]","[1, 3, 6, 14]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.399,0.6040359999999999,0.00845325,49.3,64,24,56,56,1,1,2574681746,37134066,7171122,"[56, 168, 392, 896]","[1, 3, 7, 13]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.449,0.654111,0.00921344,49.3,64,24,56,56,1,1,2725500274,40825362,7290010,"[56, 168, 392, 952]","[1, 3, 7, 13]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.499,0.6434930000000001,0.00886085,49.3,64,24,56,56,1,1,2858099440,42240160,7490448,"[56, 168, 392, 1008]","[1, 3, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.549,0.678087,0.00932176,49.3,64,24,56,56,1,1,2972795042,43211970,7674282,"[56, 168, 392, 1064]","[1, 3, 9, 11]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.599,0.682391,0.00895077,49.3,64,24,56,56,1,1,3338871886,47669374,8248814,"[56, 168, 448, 1120]","[1, 4, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.649,0.70792,0.00926568,49.3,64,24,56,56,1,1,3451013076,48118228,8440740,"[56, 168, 448, 1176]","[1, 4, 9, 10]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.699,0.7079139999999999,0.00767807,49.3,64,24,56,56,1,1,3540308366,47998654,8616062,"[56, 168, 448, 1232]","[1, 4, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.749,0.746073,0.00818341,49.3,64,24,56,56,1,1,4100913306,56561306,9161306,"[56, 168, 504, 1344]","[1, 4, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.799,0.7551720000000001,0.00836833,49.3,64,24,56,56,1,1,4170815362,55449538,9336418,"[56, 168, 504, 1400]","[1, 4, 11, 8]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.849,0.742927,0.00822123,49.3,64,24,56,56,1,1,4211693598,53612542,9494926,"[56, 168, 504, 1456]","[1, 4, 12, 7]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.899,0.755161,0.00818968,49.3,64,24,56,56,1,1,4657636648,55178792,10235848,"[56, 168, 560, 1568]","[1, 5, 12, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.949,0.750435,0.00817504,49.3,64,24,56,56,1,1,4649001868,51544812,10385844,"[56, 168, 560, 1624]","[1, 5, 13, 5]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.999,0.780636,0.009455690000000001,49.3,64,24,56,56,1,1,4845051820,56239628,10490788,"[56, 168, 560, 1736]","[1, 5, 13, 5]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
3.049,0.80863,0.00961539,49.3,64,24,56,56,1,1,5225331916,53698012,11113452,"[56, 168, 616, 1792]","[1, 5, 14, 4]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.0,0.4693,0.00566084,52.1,112,20,32,32,1,1,2375557544,26168264,9066280,"[128, 224, 448, 896]","[1, 3, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.05,0.46213099999999996,0.00557238,52.1,112,20,32,32,1,1,2604932160,29078496,9565568,"[128, 224, 480, 960]","[1, 4, 6, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.099,0.47877800000000004,0.00578013,52.1,112,20,32,32,1,1,2835433328,30523856,9951600,"[128, 224, 512, 1024]","[1, 4, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.149,0.5148659999999999,0.00609168,52.1,112,20,32,32,1,1,3205985568,32176192,11223424,"[128, 256, 512, 1120]","[2, 3, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.199,0.541899,0.00649676,52.1,112,20,32,32,1,1,3438110560,32676032,11623328,"[128, 256, 544, 1184]","[2, 3, 9, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.249,0.524497,0.00623462,52.1,112,20,32,32,1,1,3722301824,32992288,12334976,"[128, 256, 576, 1280]","[2, 4, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.299,0.519629,0.00625438,52.1,112,20,32,32,1,1,3776172352,31177184,12535104,"[128, 256, 576, 1344]","[2, 4, 10, 4]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.349,0.599465,0.00580038,52.1,112,20,32,32,1,1,4020851080,30411816,12969256,"[128, 256, 608, 1440]","[2, 4, 11, 3]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.399,0.611712,0.0065089100000000006,52.1,112,20,32,32,1,1,4256994608,28600016,13412656,"[128, 256, 640, 1536]","[2, 4, 12, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.449,0.597029,0.0064988400000000005,52.1,112,20,32,32,1,1,4437914448,24731696,14082768,"[128, 256, 672, 1664]","[2, 5, 12, 1]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.0,0.6857369999999999,0.008894500000000001,59.7,128,21,120,120,1,1,4654058574,53509006,9529766,"[120, 240, 480, 1080]","[1, 3, 6, 11]","[1.0, 1.0, 1.0, 1.0]","[120, 120, 120, 120]"
2.05,0.697787,0.00850794,59.7,128,21,120,120,1,1,4775571924,49823716,9934436,"[120, 240, 480, 1080]","[1, 4, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[120, 120, 120, 120]"
2.099,0.763505,0.00886467,59.7,128,21,120,120,1,1,5667996744,57434536,10829816,"[120, 240, 600, 1200]","[1, 4, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[120, 120, 120, 120]"
2.149,0.730322,0.00913398,59.7,128,21,120,120,1,1,6022882764,61020556,11171276,"[120, 240, 600, 1320]","[1, 4, 8, 8]","[1.0, 1.0, 1.0, 1.0]","[120, 120, 120, 120]"
2.199,0.722204,0.0089857,59.7,128,21,120,120,1,1,6252900114,56543266,11893466,"[120, 240, 600, 1320]","[2, 3, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[120, 120, 120, 120]"
2.249,0.696422,0.00839964,59.7,128,21,120,120,1,1,6540220434,56711266,12392786,"[120, 240, 600, 1440]","[2, 4, 9, 6]","[1.0, 1.0, 1.0, 1.0]","[120, 120, 120, 120]"
2.299,0.769956,0.008859849999999999,59.7,128,21,120,120,1,1,7655909604,61993876,13446476,"[120, 240, 720, 1560]","[2, 4, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[120, 120, 120, 120]"
2.349,0.830739,0.00906222,59.7,128,21,120,120,1,1,8824072524,68645356,15064796,"[120, 360, 720, 1680]","[2, 4, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[120, 120, 120, 120]"
2.399,0.827831,0.00892862,59.7,128,21,120,120,1,1,9003637494,66249286,15334646,"[120, 360, 720, 1800]","[2, 4, 11, 4]","[1.0, 1.0, 1.0, 1.0]","[120, 120, 120, 120]"
2.449,0.877597,0.00864008,59.7,128,21,120,120,1,1,9247533714,60313666,15991826,"[120, 360, 720, 1920]","[2, 5, 11, 3]","[1.0, 1.0, 1.0, 1.0]","[120, 120, 120, 120]"
2.499,0.923615,0.00878638,59.7,128,21,120,120,1,1,10431908784,51025696,17325656,"[120, 360, 840, 2040]","[2, 5, 13, 1]","[1.0, 1.0, 1.0, 1.0]","[120, 120, 120, 120]"
2.0,0.424464,0.0059495,33.5,88,21,64,64,1,1,2210728752,19224016,7451184,"[64, 192, 384, 704]","[2, 3, 8, 8]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.05,0.414072,0.00587548,33.5,88,21,64,64,1,1,2365600976,19672688,7877584,"[64, 192, 384, 768]","[2, 4, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.099,0.410499,0.00579307,33.5,88,21,64,64,1,1,2459440832,20074720,8059456,"[64, 192, 384, 832]","[2, 4, 9, 6]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.149,0.41100400000000004,0.00568967,33.5,88,21,64,64,1,1,2533124112,19980208,8222352,"[64, 192, 384, 896]","[2, 4, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.199,0.428179,0.00572837,33.5,88,21,64,64,1,1,2910276656,21307216,8831280,"[64, 192, 448, 960]","[2, 4, 11, 4]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.249,0.441698,0.0056355599999999995,33.5,88,21,64,64,1,1,2980686672,19657072,9181776,"[64, 192, 448, 1024]","[2, 5, 11, 3]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.299,0.412688,0.005492169999999999,33.5,88,21,64,64,1,1,3008506640,17884976,9325456,"[64, 192, 448, 1088]","[2, 5, 12, 2]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.349,0.440328,0.00563084,33.5,88,21,64,64,1,1,3431990848,17975648,9990592,"[64, 192, 512, 1152]","[2, 5, 13, 1]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.0,0.501208,0.00600657,37.5,104,24,24,24,1,1,2303852598,26355526,9660830,"[96, 216, 408, 840]","[2, 4, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.05,0.529281,0.00687248,37.5,104,24,24,24,1,1,2473385718,27546742,9989222,"[96, 216, 432, 888]","[2, 4, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.099,0.537722,0.0068194,37.5,104,24,24,24,1,1,2694770082,29595250,10368386,"[96, 216, 456, 960]","[2, 4, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.149,0.577615,0.006678239999999999,37.5,104,24,24,24,1,1,2914905732,29081332,10884332,"[96, 216, 480, 1032]","[2, 4, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.199,0.602701,0.00732036,37.5,104,24,24,24,1,1,3243786450,29619826,11849810,"[96, 240, 504, 1104]","[2, 5, 11, 6]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.249,0.6381720000000001,0.00725511,37.5,104,24,24,24,1,1,3455160636,29978044,12239108,"[96, 240, 528, 1176]","[2, 5, 12, 5]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.299,0.619663,0.006487669999999999,37.5,104,24,24,24,1,1,3689345952,30343024,12654272,"[96, 240, 552, 1272]","[2, 5, 13, 4]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.349,0.649539,0.00634333,37.5,104,24,24,24,1,1,3865539672,28565464,13279256,"[96, 240, 576, 1344]","[2, 6, 13, 3]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.399,0.691736,0.006829480000000001,37.5,104,24,24,24,1,1,4061024628,27041668,13683476,"[96, 240, 600, 1440]","[2, 6, 14, 2]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.349,0.655165,0.007593099999999999,65.1,80,24,40,40,1,1,3048956794,48115626,8460506,"[80, 200, 440, 1040]","[1, 3, 6, 14]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.399,0.710241,0.00798246,65.1,80,24,40,40,1,1,3422384074,55200906,8814986,"[80, 200, 480, 1120]","[1, 3, 6, 14]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.449,0.780956,0.00868057,65.1,80,24,40,40,1,1,3529563114,55512106,9016706,"[80, 200, 480, 1160]","[1, 3, 7, 13]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.499,0.7434740000000001,0.00843419,65.1,80,24,40,40,1,1,3793769194,62022186,9186546,"[80, 200, 480, 1240]","[1, 3, 7, 13]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.549,0.759652,0.00852146,65.1,80,24,40,40,1,1,4164246624,65850176,9663456,"[80, 200, 520, 1320]","[1, 3, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.599,0.7829210000000001,0.00869988,65.1,80,24,40,40,1,1,4554082354,69240786,10163786,"[80, 200, 560, 1400]","[1, 3, 9, 11]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.649,0.802453,0.00868312,65.1,80,24,40,40,1,1,4775504584,74930296,10450576,"[80, 200, 560, 1480]","[1, 4, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.699,0.84514,0.00900103,65.1,80,24,40,40,1,1,5152304064,77384256,10938896,"[80, 200, 600, 1560]","[1, 4, 9, 10]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.749,0.8553959999999999,0.00909747,65.1,80,24,40,40,1,1,5430984984,80709336,11244776,"[80, 200, 600, 1680]","[1, 4, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.799,0.9332140000000001,0.009765330000000001,65.1,80,24,40,40,1,1,6103598564,88742116,12136196,"[80, 240, 640, 1760]","[1, 4, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.849,0.9258099999999999,0.009737069999999999,65.1,80,24,40,40,1,1,6209991544,87381976,12362936,"[80, 240, 640, 1840]","[1, 4, 11, 8]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.899,1.06789,0.0111675,65.1,80,24,40,40,1,1,6676452464,89319136,12929496,"[80, 240, 680, 1960]","[1, 4, 12, 7]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.949,0.9556359999999999,0.010259299999999999,65.1,80,24,40,40,1,1,6688134644,85113476,13126436,"[80, 240, 680, 2040]","[1, 4, 13, 6]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.999,0.990677,0.0100886,65.1,80,24,40,40,1,1,7239764364,93344876,13734956,"[80, 240, 720, 2160]","[1, 5, 12, 6]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
3.049,1.2343199999999999,0.0148903,65.1,80,24,40,40,1,1,7623249534,91143646,14289206,"[80, 240, 760, 2280]","[1, 5, 13, 5]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.499,0.553137,0.006233819999999999,69.2,64,22,24,24,1,1,2304332898,39660802,7202930,"[72, 168, 408, 1008]","[1, 2, 6, 13]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.549,0.5732889999999999,0.0063085500000000004,69.2,64,22,24,24,1,1,2437751586,42968386,7304834,"[72, 168, 408, 1056]","[1, 2, 6, 13]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.599,0.615459,0.00737484,69.2,64,22,24,24,1,1,2662996560,45709936,7648688,"[72, 168, 432, 1128]","[1, 2, 7, 12]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.649,0.642634,0.00719562,69.2,64,22,24,24,1,1,2913977376,50776816,8035328,"[72, 168, 456, 1200]","[1, 3, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.699,0.590611,0.00691782,69.2,64,22,24,24,1,1,2992865382,50806342,8213798,"[72, 168, 456, 1248]","[1, 3, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.749,0.669928,0.00714478,69.2,64,22,24,24,1,1,3276712740,56430916,8463116,"[72, 168, 480, 1320]","[1, 3, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.799,0.661591,0.00712225,69.2,64,22,24,24,1,1,3490512492,57944764,8803052,"[72, 168, 504, 1392]","[1, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.849,0.675762,0.00735366,69.2,64,22,24,24,1,1,3930319470,65577934,9340814,"[72, 192, 528, 1488]","[1, 3, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.899,0.6987279999999999,0.0077376,69.2,64,22,24,24,1,1,4028201046,65445622,9541502,"[72, 192, 528, 1560]","[1, 3, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.949,0.758371,0.0074871600000000005,69.2,64,22,24,24,1,1,4346575740,71285788,9797756,"[72, 192, 552, 1632]","[1, 3, 9, 9]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.999,0.740433,0.007504609999999999,69.2,64,22,24,24,1,1,4595163786,72320362,10173962,"[72, 192, 576, 1728]","[1, 3, 10, 8]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
3.049,0.770005,0.00767425,69.2,64,22,24,24,1,1,4819133988,72181732,10549988,"[72, 192, 600, 1824]","[1, 3, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[24, 24, 24, 24]"
2.0,0.26693599999999995,0.0038533,29.6,56,18,120,120,1,1,1308910742,12780726,4403382,"[56, 112, 240, 480]","[1, 3, 5, 9]","[1.0, 1.0, 1.0, 1.0]","[56, 112, 120, 120]"
2.05,0.258714,0.00372783,29.6,56,18,120,120,1,1,1334225642,12087786,4473642,"[56, 112, 240, 480]","[1, 3, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[56, 112, 120, 120]"
2.099,0.252464,0.00361267,29.6,56,18,120,120,1,1,1409744700,11462204,4625468,"[56, 120, 240, 480]","[1, 3, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[56, 120, 120, 120]"
2.149,0.28720100000000004,0.00404341,29.6,56,18,120,120,1,1,1595114370,14402834,4914458,"[56, 120, 240, 600]","[1, 4, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[56, 120, 120, 120]"
